time, ch1, ch2, ch3, ch4
2.1043,-1.22,-1.58,-2,4.74
2.1044,-1.22,-1.62,-1.84,4.78
2.1045,-1.22,-1.62,-1.96,4.78
2.1046,-1.22,-1.58,-1.96,4.82
2.1047,-1.22,-1.66,-1.88,4.78
2.1048,-1.22,-1.62,-1.92,4.78
2.1049,-1.26,-1.62,-1.84,4.78
2.105,-1.22,-1.58,-1.96,4.74
2.1051,-1.22,-1.58,-1.92,4.78
2.1052,-1.22,-1.58,-1.92,4.78
2.1053,-1.22,-1.66,-1.84,4.78
2.1054,-1.22,-1.62,-1.88,4.78
2.1055,-1.26,-1.66,-1.84,4.82
2.1056,-1.18,-1.58,-1.92,4.74
2.1057,-1.22,-1.62,-1.92,4.74
2.1058,-1.22,-1.62,-1.92,4.78
2.1059,-1.22,-1.66,-1.88,4.78
2.106,-1.18,-1.58,-1.88,4.78
2.1061,-1.22,-1.62,-1.92,4.74
2.1062,-1.22,-1.62,-1.92,4.78
2.1063,-1.22,-1.58,-1.72,4.74
2.1064,-1.26,-1.62,-1.88,4.82
2.1065,-1.26,-1.62,-1.84,4.7
2.1066,-1.14,-1.58,-1.96,4.78
2.1067,-1.26,-1.62,-1.84,4.74
2.1068,-1.26,-1.58,-1.92,4.78
2.1069,-1.26,-1.62,-1.8,4.74
2.107,-1.26,-1.66,-1.88,4.74
2.1071,-1.26,-1.62,-1.84,4.78
2.1072,-1.22,-1.58,-1.92,4.78
2.1073,-1.26,-1.58,-1.92,4.82
2.1074,-1.22,-1.62,-1.88,4.78
2.1075,-1.22,-1.62,-1.92,4.78
2.1076,-1.18,-1.62,-1.88,4.82
2.1077,-1.18,-1.62,-1.92,4.78
2.1078,-1.18,-1.58,-1.88,4.74
2.1079,-1.22,-1.54,-1.92,4.78
2.108,-1.14,-1.62,-1.92,4.82
2.1081,-1.22,-1.58,-1.92,4.82
2.1082,-1.18,-1.66,-1.92,4.82
2.1083,-1.18,-1.66,-1.96,4.74
2.1084,-1.14,-1.58,-1.88,4.82
2.1085,-1.3,-1.62,-1.92,4.78
2.1086,-1.22,-1.58,-1.88,4.7
2.1087,-1.22,-1.62,-1.92,4.74
2.1088,-1.18,-1.58,-1.88,4.82
2.1089,-1.18,-1.58,-2.04,4.78
2.109,-1.22,-1.62,-1.88,4.82
2.1091,-1.22,-1.62,-1.92,4.82
2.1092,-1.18,-1.62,-1.88,4.86
2.1093,-1.22,-1.62,-1.92,4.78
2.1094,-1.22,-1.62,-1.92,4.82
2.1095,-1.18,-1.54,-1.92,4.78
2.1096,-1.22,-1.62,-1.92,4.82
2.1097,-1.18,-1.62,-1.88,4.82
2.1098,-1.22,-1.58,-1.92,4.78
2.1099,-1.22,-1.62,-1.92,4.78
2.11,-1.22,-1.62,-1.92,4.82
2.1101,-1.18,-1.62,-1.92,4.78
2.1102,-1.22,-1.58,-1.92,4.78
2.1103,-1.22,-1.66,-1.88,4.78
2.1104,-1.22,-1.58,-1.92,4.78
2.1105,-1.18,-1.58,-1.88,4.78
2.1106,-1.26,-1.62,-1.88,4.74
2.1107,-1.26,-1.62,-1.8,4.74
2.1108,-1.22,-1.58,-1.92,4.82
2.1109,-1.22,-1.58,-1.88,4.78
2.111,-1.22,-1.58,-1.92,4.78
2.1111,-1.22,-1.58,-1.88,4.74
2.1112,-1.22,-1.62,-1.92,4.74
2.1113,-1.22,-1.62,-1.88,4.82
2.1114,-1.14,-1.62,-1.92,4.78
2.1115,-1.18,-1.58,-1.92,4.82
2.1116,-1.18,-1.58,-1.92,4.78
2.1117,-1.18,-1.58,-1.92,4.82
2.1118,-1.14,-1.58,-1.92,4.82
2.1119,-1.14,-1.58,-1.92,4.78
2.112,-1.14,-1.58,-1.92,4.74
2.1121,-1.22,-1.62,-1.88,4.74
2.1122,-1.22,-1.66,-1.92,4.82
2.1123,-1.14,-1.62,-1.92,4.78
2.1124,-1.18,-1.58,-1.88,4.78
2.1125,-1.22,-1.58,-1.88,4.78
2.1126,-1.18,-1.62,-2,4.74
2.1127,-1.14,-1.58,-1.96,4.78
2.1128,-1.14,-1.58,-1.92,4.78
2.1129,-1.22,-1.54,-2,4.78
2.113,-1.22,-1.58,-1.92,4.78
2.1131,-1.14,-1.58,-1.96,4.82
2.1132,-1.18,-1.58,-1.96,4.78
2.1133,-1.22,-1.62,-1.88,4.82
2.1134,-1.14,-1.62,-1.96,4.74
2.1135,-1.18,-1.58,-1.88,4.78
2.1136,-1.22,-1.58,-1.84,4.82
2.1137,-1.22,-1.62,-1.88,4.82
2.1138,-1.18,-1.62,-1.88,4.82
2.1139,-1.22,-1.62,-1.88,4.78
2.114,-1.22,-1.58,-1.92,4.74
2.1141,-1.22,-1.58,-1.92,4.74
2.1142,-1.22,-1.58,-1.88,4.74
2.1143,-1.22,-1.62,-1.84,4.82
2.1144,-1.22,-1.62,-1.88,4.74
2.1145,-1.26,-1.58,-1.88,4.78
2.1146,-1.22,-1.62,-1.88,4.82
2.1147,-1.22,-1.62,-1.84,4.78
2.1148,-1.18,-1.58,-1.92,4.74
2.1149,-1.18,-1.62,-1.92,4.78
2.115,-1.18,-1.62,-1.92,4.74
2.1151,-1.22,-1.58,-1.88,4.82
2.1152,-1.26,-1.62,-1.88,4.78
2.1153,-1.18,-1.58,-1.84,4.78
2.1154,-1.22,-1.58,-1.88,4.74
2.1155,-1.26,-1.54,-1.88,4.82
2.1156,-1.22,-1.62,-1.92,4.78
2.1157,-1.22,-1.58,-1.92,4.78
2.1158,-1.22,-1.62,-1.92,4.78
2.1159,-1.22,-1.62,-1.84,4.74
2.116,-1.18,-1.66,-1.88,4.78
2.1161,-1.22,-1.58,-1.92,4.78
2.1162,-1.14,-1.54,-1.84,4.82
2.1163,-1.18,-1.58,-1.88,4.78
2.1164,-1.22,-1.54,-1.92,4.74
2.1165,-1.22,-1.58,-1.88,4.74
2.1166,-1.22,-1.58,-1.88,4.78
2.1167,-1.18,-1.58,-1.92,4.78
2.1168,-1.1,-1.62,-1.96,4.78
2.1169,-1.14,-1.58,-1.92,4.74
2.117,-1.18,-1.62,-1.88,4.74
2.1171,-1.14,-1.66,-1.96,4.78
2.1172,-1.22,-1.58,-1.84,4.74
2.1173,-1.14,-1.58,-1.96,4.78
2.1174,-1.26,-1.58,-1.76,4.78
2.1175,-1.14,-1.66,-1.92,4.82
2.1176,-1.14,-1.58,-1.88,4.74
2.1177,-1.18,-1.58,-1.92,4.74
2.1178,-1.22,-1.58,-1.84,4.78
2.1179,-1.22,-1.58,-1.84,4.82
2.118,-1.22,-1.62,-1.84,4.78
2.1181,-1.22,-1.58,-1.92,4.78
2.1182,-1.26,-1.58,-1.92,4.74
2.1183,-1.18,-1.54,-1.92,4.78
2.1184,-1.22,-1.62,-1.92,4.82
2.1185,-1.22,-1.58,-1.92,4.78
2.1186,-1.14,-1.62,-1.88,4.78
2.1187,-1.14,-1.58,-1.88,4.78
2.1188,-1.22,-1.58,-1.88,4.82
2.1189,-1.26,-1.58,-1.92,4.78
2.119,-1.18,-1.58,-1.84,4.7
2.1191,-1.22,-1.62,-1.96,4.82
2.1192,-1.22,-1.62,-1.84,4.74
2.1193,-1.22,-1.58,-1.96,4.82
2.1194,-1.26,-1.58,-1.8,4.82
2.1195,-1.22,-1.58,-1.92,4.86
2.1196,-1.22,-1.58,-1.84,4.7
2.1197,-1.18,-1.58,-1.92,4.78
2.1198,-1.22,-1.58,-1.92,4.78
2.1199,-1.14,-1.62,-1.88,4.74
2.12,-1.14,-1.58,-1.88,4.78
2.1201,-1.18,-1.62,-1.88,4.78
2.1202,-1.22,-1.62,-1.88,4.82
2.1203,-1.14,-1.58,-1.88,4.82
2.1204,-1.1,-1.62,-1.88,4.7
2.1205,-1.14,-1.54,-1.92,4.74
2.1206,-1.14,-1.54,-1.96,4.78
2.1207,-1.1,-1.58,-1.92,4.82
2.1208,-1.1,-1.58,-1.96,4.82
2.1209,-1.18,-1.58,-1.8,4.82
2.121,-1.1,-1.58,-1.96,4.78
2.1211,-1.22,-1.54,-1.92,4.74
2.1212,-1.14,-1.58,-1.92,4.82
2.1213,-1.14,-1.62,-1.92,4.78
2.1214,-1.14,-1.58,-1.96,4.82
2.1215,-1.18,-1.62,-1.88,4.74
2.1216,-1.14,-1.58,-1.92,4.82
2.1217,-1.14,-1.62,-1.84,4.74
2.1218,-1.14,-1.58,-1.96,4.78
2.1219,-1.18,-1.54,-1.92,4.78
2.122,-1.14,-1.54,-1.92,4.78
2.1221,-1.22,-1.5,-1.88,4.78
2.1222,-1.14,-1.62,-1.92,4.74
2.1223,-1.14,-1.58,-1.88,4.78
2.1224,-1.18,-1.54,-1.92,4.78
2.1225,-1.18,-1.58,-1.92,4.74
2.1226,-1.14,-1.58,-1.84,4.7
2.1227,-1.22,-1.58,-1.92,4.82
2.1228,-1.22,-1.54,-1.92,4.78
2.1229,-1.14,-1.58,-1.96,4.78
2.123,-1.22,-1.58,-1.88,4.74
2.1231,-1.18,-1.58,-1.84,4.74
2.1232,-1.22,-1.58,-1.92,4.78
2.1233,-1.14,-1.58,-1.84,4.78
2.1234,-1.18,-1.62,-1.92,4.78
2.1235,-1.18,-1.58,-1.88,4.74
2.1236,-1.22,-1.58,-1.84,4.78
2.1237,-1.18,-1.58,-1.92,4.78
2.1238,-1.14,-1.62,-1.88,4.78
2.1239,-1.14,-1.58,-1.92,4.74
2.124,-1.18,-1.58,-1.88,4.78
2.1241,-1.14,-1.58,-1.88,4.74
2.1242,-1.14,-1.58,-1.88,4.78
2.1243,-1.14,-1.58,-1.92,4.82
2.1244,-1.02,-1.58,-1.92,4.74
2.1245,-1.1,-1.58,-1.88,4.78
2.1246,-1.14,-1.58,-1.84,4.74
2.1247,-1.1,-1.58,-1.88,4.74
2.1248,-1.1,-1.54,-1.88,4.78
2.1249,-1.1,-1.58,-1.92,4.74
2.125,-1.14,-1.54,-1.92,4.74
2.1251,-1.18,-1.58,-1.92,4.78
2.1252,-1.1,-1.58,-1.96,4.74
2.1253,-1.1,-1.58,-1.92,4.82
2.1254,-1.18,-1.58,-2.04,4.74
2.1255,-1.14,-1.58,-1.8,4.78
2.1256,-1.14,-1.58,-1.96,4.78
2.1257,-1.1,-1.54,-1.88,4.78
2.1258,-1.14,-1.58,-1.92,4.78
2.1259,-1.18,-1.58,-1.96,4.78
2.126,-1.14,-1.58,-1.88,4.82
2.1261,-1.18,-1.58,-1.96,4.78
2.1262,-1.18,-1.58,-1.88,4.78
2.1263,-1.18,-1.58,-1.88,4.82
2.1264,-1.14,-1.62,-1.92,4.82
2.1265,-1.18,-1.54,-1.92,4.78
2.1266,-1.18,-1.58,-1.88,4.74
2.1267,-1.14,-1.54,-1.84,4.74
2.1268,-1.22,-1.54,-1.88,4.82
2.1269,-1.18,-1.58,-1.8,4.78
2.127,-1.22,-1.58,-1.84,4.82
2.1271,-1.18,-1.54,-1.84,4.74
2.1272,-1.18,-1.5,-1.8,4.74
2.1273,-1.14,-1.58,-1.96,4.78
2.1274,-1.22,-1.58,-1.88,4.74
2.1275,-1.18,-1.58,-1.92,4.82
2.1276,-1.14,-1.58,-1.84,4.82
2.1277,-1.18,-1.54,-1.96,4.82
2.1278,-1.14,-1.66,-1.84,4.82
2.1279,-1.14,-1.58,-1.88,4.78
2.128,-1.18,-1.54,-1.92,4.74
2.1281,-1.14,-1.58,-1.84,4.82
2.1282,-1.14,-1.58,-1.92,4.82
2.1283,-1.14,-1.58,-1.88,4.82
2.1284,-1.18,-1.58,-1.88,4.78
2.1285,-1.14,-1.58,-1.84,4.78
2.1286,-1.22,-1.58,-1.84,4.7
2.1287,-1.14,-1.62,-1.88,4.74
2.1288,-1.18,-1.58,-1.92,4.78
2.1289,-1.14,-1.54,-1.88,4.86
2.129,-1.14,-1.54,-1.92,4.82
2.1291,-1.14,-1.58,-1.92,4.78
2.1292,-1.14,-1.54,-1.84,4.78
2.1293,-1.22,-1.58,-1.8,4.78
2.1294,-1.1,-1.54,-1.96,4.82
2.1295,-1.1,-1.58,-1.92,4.82
2.1296,-1.1,-1.5,-1.92,4.78
2.1297,-1.14,-1.58,-1.84,4.78
2.1298,-1.14,-1.62,-1.96,4.78
2.1299,-1.18,-1.54,-1.8,4.74
2.13,-1.14,-1.54,-1.96,4.82
2.1301,-1.18,-1.54,-1.8,4.74
2.1302,-1.14,-1.58,-1.96,4.86
2.1303,-1.18,-1.58,-1.84,4.82
2.1304,-1.18,-1.58,-1.84,4.78
2.1305,-1.14,-1.58,-1.92,4.78
2.1306,-1.18,-1.54,-1.84,4.78
2.1307,-1.18,-1.54,-1.88,4.78
2.1308,-1.18,-1.54,-1.84,4.78
2.1309,-1.14,-1.58,-1.84,4.74
2.131,-1.22,-1.58,-1.88,4.78
2.1311,-1.14,-1.58,-1.88,4.78
2.1312,-1.14,-1.58,-1.84,4.78
2.1313,-1.26,-1.54,-1.84,4.74
2.1314,-1.18,-1.58,-1.96,4.78
2.1315,-1.14,-1.62,-1.84,4.78
2.1316,-1.14,-1.62,-1.96,4.82
2.1317,-1.18,-1.62,-1.84,4.78
2.1318,-1.22,-1.54,-1.88,4.78
2.1319,-1.18,-1.58,-1.88,4.78
2.132,-1.18,-1.58,-1.84,4.78
2.1321,-1.14,-1.62,-1.84,4.78
2.1322,-1.14,-1.58,-1.88,4.82
2.1323,-1.14,-1.58,-1.92,4.78
2.1324,-1.1,-1.54,-1.84,4.78
2.1325,-1.14,-1.58,-1.84,4.78
2.1326,-1.14,-1.62,-1.92,4.74
2.1327,-1.14,-1.58,-1.88,4.82
2.1328,-1.14,-1.58,-1.88,4.74
2.1329,-1.14,-1.58,-1.92,4.82
2.133,-1.14,-1.54,-1.92,4.82
2.1331,-1.14,-1.58,-1.92,4.78
2.1332,-1.14,-1.62,-1.88,4.82
2.1333,-1.1,-1.54,-1.92,4.82
2.1334,-1.1,-1.58,-1.88,4.82
2.1335,-1.18,-1.62,-1.92,4.78
2.1336,-1.1,-1.62,-1.88,4.78
2.1337,-1.14,-1.62,-1.96,4.86
2.1338,-1.14,-1.58,-1.88,4.86
2.1339,-1.14,-1.58,-1.92,4.78
2.134,-1.14,-1.62,-1.88,4.78
2.1341,-1.14,-1.58,-1.88,4.82
2.1342,-1.1,-1.62,-1.84,4.78
2.1343,-1.18,-1.54,-1.84,4.78
2.1344,-1.1,-1.54,-1.92,4.78
2.1345,-1.1,-1.58,-1.88,4.74
2.1346,-1.06,-1.58,-1.88,4.78
2.1347,-1.14,-1.54,-1.88,4.78
2.1348,-1.14,-1.54,-1.92,4.78
2.1349,-1.14,-1.54,-1.84,4.82
2.135,-1.14,-1.54,-1.84,4.82
2.1351,-1.18,-1.58,-1.88,4.82
2.1352,-1.1,-1.58,-1.88,4.82
2.1353,-1.1,-1.58,-1.92,4.74
2.1354,-1.1,-1.62,-1.84,4.82
2.1355,-1.14,-1.58,-1.88,4.82
2.1356,-1.18,-1.58,-1.88,4.78
2.1357,-1.18,-1.62,-1.92,4.74
2.1358,-1.14,-1.58,-1.92,4.78
2.1359,-1.14,-1.58,-1.92,4.74
2.136,-1.1,-1.58,-1.92,4.78
2.1361,-1.14,-1.58,-1.84,4.82
2.1362,-1.14,-1.58,-1.92,4.78
2.1363,-1.14,-1.62,-1.84,4.78
2.1364,-1.06,-1.58,-1.92,4.78
2.1365,-1.06,-1.54,-1.92,4.78
2.1366,-1.14,-1.58,-1.92,4.82
2.1367,-1.1,-1.58,-1.88,4.74
2.1368,-1.1,-1.54,-1.84,4.78
2.1369,-1.1,-1.5,-1.92,4.82
2.137,-1.1,-1.58,-1.92,4.78
2.1371,-1.14,-1.58,-1.92,4.78
2.1372,-1.14,-1.58,-1.88,4.74
2.1373,-1.1,-1.58,-1.92,4.78
2.1374,-1.14,-1.58,-1.88,4.78
2.1375,-1.14,-1.54,-1.92,4.82
2.1376,-1.1,-1.62,-1.88,4.78
2.1377,-1.14,-1.54,-2,4.78
2.1378,-1.1,-1.54,-1.96,4.74
2.1379,-1.06,-1.58,-1.92,4.78
2.138,-1.14,-1.5,-1.88,4.78
2.1381,-1.1,-1.5,-1.92,4.82
2.1382,-1.1,-1.54,-1.88,4.74
2.1383,-1.1,-1.58,-1.92,4.82
2.1384,-1.1,-1.58,-1.88,4.78
2.1385,-1.1,-1.58,-1.96,4.78
2.1386,-1.14,-1.62,-1.84,4.78
2.1387,-1.1,-1.54,-1.84,4.74
2.1388,-1.14,-1.58,-1.88,4.78
2.1389,-1.18,-1.54,-1.88,4.82
2.139,-1.14,-1.58,-1.88,4.82
2.1391,-1.22,-1.54,-1.84,4.78
2.1392,-1.14,-1.54,-1.88,4.78
2.1393,-1.14,-1.54,-1.88,4.78
2.1394,-1.18,-1.62,-1.84,4.74
2.1395,-1.18,-1.62,-1.84,4.82
2.1396,-1.18,-1.58,-1.84,4.86
2.1397,-1.18,-1.54,-1.84,4.78
2.1398,-1.14,-1.58,-1.92,4.7
2.1399,-1.14,-1.58,-1.8,4.78
2.14,-1.1,-1.54,-1.88,4.82
2.1401,-1.14,-1.58,-1.92,4.78
2.1402,-1.1,-1.54,-1.84,4.78
2.1403,-1.1,-1.54,-1.84,4.74
2.1404,-1.14,-1.54,-1.96,4.82
2.1405,-1.1,-1.62,-1.84,4.82
2.1406,-1.1,-1.54,-1.92,4.82
2.1407,-1.14,-1.54,-1.88,4.78
2.1408,-1.1,-1.58,-1.88,4.78
2.1409,-1.1,-1.58,-1.88,4.78
2.141,-1.14,-1.58,-1.84,4.82
2.1411,-1.18,-1.58,-1.88,4.74
2.1412,-1.14,-1.58,-1.88,4.74
2.1413,-1.14,-1.58,-1.84,4.78
2.1414,-1.06,-1.58,-1.92,4.78
2.1415,-1.18,-1.58,-1.88,4.78
2.1416,-1.18,-1.58,-1.84,4.78
2.1417,-1.22,-1.58,-1.84,4.74
2.1418,-1.18,-1.58,-1.88,4.82
2.1419,-1.1,-1.54,-1.92,4.74
2.142,-1.06,-1.54,-1.88,4.78
2.1421,-1.06,-1.5,-1.92,4.78
2.1422,-1.14,-1.58,-1.8,4.82
2.1423,-1.14,-1.54,-1.96,4.82
2.1424,-1.14,-1.58,-1.84,4.74
2.1425,-1.14,-1.58,-1.96,4.82
2.1426,-1.14,-1.58,-1.84,4.78
2.1427,-1.14,-1.58,-1.96,4.82
2.1428,-1.18,-1.58,-1.84,4.78
2.1429,-1.14,-1.54,-1.88,4.78
2.143,-1.06,-1.58,-1.84,4.82
2.1431,-1.14,-1.5,-1.84,4.78
2.1432,-1.18,-1.54,-1.92,4.78
2.1433,-1.1,-1.54,-1.84,4.74
2.1434,-1.1,-1.58,-1.88,4.82
2.1435,-1.14,-1.58,-1.88,4.78
2.1436,-1.1,-1.54,-1.88,4.78
2.1437,-1.14,-1.58,-1.84,4.78
2.1438,-1.22,-1.58,-1.8,4.82
2.1439,-1.14,-1.58,-1.92,4.82
2.144,-1.14,-1.58,-1.8,4.82
2.1441,-1.14,-1.58,-1.92,4.78
2.1442,-1.18,-1.62,-1.8,4.78
2.1443,-1.14,-1.54,-1.88,4.78
2.1444,-1.18,-1.58,-1.84,4.78
2.1445,-1.18,-1.5,-1.84,4.78
2.1446,-1.18,-1.54,-1.84,4.78
2.1447,-1.14,-1.54,-1.88,4.78
2.1448,-1.1,-1.58,-1.88,4.7
2.1449,-1.1,-1.54,-1.92,4.74
2.145,-1.1,-1.58,-1.88,4.82
2.1451,-1.14,-1.58,-1.84,4.74
2.1452,-1.14,-1.58,-1.88,4.82
2.1453,-1.1,-1.58,-1.92,4.78
2.1454,-1.14,-1.58,-1.92,4.78
2.1455,-1.14,-1.54,-1.88,4.78
2.1456,-1.06,-1.54,-1.92,4.78
2.1457,-1.14,-1.54,-1.96,4.74
2.1458,-1.06,-1.54,-1.88,4.82
2.1459,-1.22,-1.54,-1.88,4.74
2.146,-1.14,-1.54,-1.84,4.78
2.1461,-1.1,-1.58,-1.84,4.78
2.1462,-1.06,-1.54,-1.92,4.78
2.1463,-1.06,-1.5,-1.92,4.78
2.1464,-1.06,-1.58,-1.84,4.82
2.1465,-1.06,-1.58,-1.88,4.82
2.1466,-1.1,-1.54,-1.92,4.86
2.1467,-1.06,-1.58,-1.92,4.78
2.1468,-1.1,-1.5,-1.96,4.74
2.1469,-1.14,-1.58,-1.92,4.78
2.147,-1.1,-1.58,-1.92,4.74
2.1471,-1.06,-1.54,-1.88,4.78
2.1472,-1.14,-1.54,-1.84,4.74
2.1473,-1.1,-1.58,-1.84,4.78
2.1474,-1.14,-1.5,-1.92,4.82
2.1475,-1.06,-1.54,-1.84,4.82
2.1476,-1.14,-1.54,-1.88,4.78
2.1477,-1.14,-1.54,-1.84,4.82
2.1478,-1.14,-1.54,-1.92,4.78
2.1479,-1.14,-1.54,-1.92,4.74
2.148,-1.14,-1.58,-1.8,4.74
2.1481,-1.22,-1.54,-1.88,4.78
2.1482,-1.14,-1.54,-1.84,4.82
2.1483,-1.14,-1.54,-1.92,4.78
2.1484,-1.18,-1.58,-1.88,4.74
2.1485,-1.1,-1.58,-1.88,4.82
2.1486,-1.1,-1.62,-1.88,4.78
2.1487,-1.06,-1.5,-1.88,4.74
2.1488,-1.1,-1.58,-1.88,4.74
2.1489,-1.06,-1.54,-1.92,4.74
2.149,-1.1,-1.54,-1.92,4.78
2.1491,-1.06,-1.58,-1.92,4.82
2.1492,-1.06,-1.5,-1.88,4.82
2.1493,-1.14,-1.54,-1.92,4.74
2.1494,-1.1,-1.58,-1.88,4.78
2.1495,-1.02,-1.58,-1.92,4.82
2.1496,-1.1,-1.5,-1.88,4.78
2.1497,-1.1,-1.58,-1.92,4.7
2.1498,-1.14,-1.58,-1.88,4.82
2.1499,-1.02,-1.5,-1.88,4.78
2.15,-1.06,-1.54,-1.88,4.78
2.1501,-1.1,-1.58,-1.84,4.78
2.1502,-1.1,-1.54,-1.96,4.82
2.1503,-1.06,-1.54,-1.92,4.78
2.1504,-1.06,-1.58,-1.76,4.82
2.1505,-1.06,-1.5,-1.96,4.74
2.1506,-1.14,-1.5,-1.8,4.74
2.1507,-1.1,-1.58,-1.92,4.82
2.1508,-1.02,-1.54,-1.88,4.82
2.1509,-1.06,-1.54,-1.88,4.78
2.151,-1.06,-1.54,-1.92,4.86
2.1511,-1.06,-1.58,-1.84,4.78
2.1512,-1.1,-1.58,-1.88,4.82
2.1513,-1.1,-1.58,-1.8,4.78
2.1514,-1.14,-1.54,-1.88,4.82
2.1515,-1.14,-1.5,-1.84,4.74
2.1516,-1.1,-1.5,-1.84,4.82
2.1517,-1.14,-1.54,-1.84,4.74
2.1518,-1.18,-1.58,-1.84,4.82
2.1519,-1.18,-1.58,-1.84,4.78
2.152,-1.18,-1.58,-1.84,4.74
2.1521,-1.14,-1.58,-1.84,4.82
2.1522,-1.14,-1.5,-1.8,4.78
2.1523,-1.1,-1.5,-1.84,4.82
2.1524,-1.18,-1.54,-1.8,4.78
2.1525,-1.14,-1.58,-1.92,4.78
2.1526,-1.1,-1.58,-1.96,4.74
2.1527,-1.14,-1.58,-1.88,4.74
2.1528,-1.1,-1.58,-1.84,4.78
2.1529,-1.06,-1.58,-1.84,4.74
2.153,-1.1,-1.58,-1.88,4.82
2.1531,-1.14,-1.5,-1.84,4.78
2.1532,-1.06,-1.54,-1.92,4.78
2.1533,-1.14,-1.58,-1.84,4.74
2.1534,-1.1,-1.54,-1.84,4.78
2.1535,-1.14,-1.54,-1.88,4.82
2.1536,-1.1,-1.54,-1.84,4.74
2.1537,-1.14,-1.54,-1.88,4.74
2.1538,-1.06,-1.54,-1.88,4.82
2.1539,-1.1,-1.58,-1.84,4.78
2.154,-1.14,-1.54,-1.84,4.74
2.1541,-1.18,-1.54,-1.96,4.78
2.1542,-1.14,-1.54,-1.92,4.78
2.1543,-1.14,-1.46,-1.88,4.78
2.1544,-1.06,-1.58,-1.84,4.78
2.1545,-1.1,-1.54,-1.8,4.82
2.1546,-1.06,-1.5,-1.88,4.82
2.1547,-1.1,-1.5,-1.8,4.82
2.1548,-1.06,-1.5,-1.92,4.74
2.1549,-1.06,-1.5,-1.8,4.82
2.155,-1.1,-1.5,-1.92,4.82
2.1551,-1.1,-1.54,-1.84,4.74
2.1552,-1.1,-1.58,-1.92,4.78
2.1553,-1.14,-1.5,-1.88,4.74
2.1554,-1.14,-1.5,-1.88,4.78
2.1555,-1.14,-1.58,-1.88,4.78
2.1556,-1.06,-1.5,-1.8,4.78
2.1557,-1.06,-1.58,-1.84,4.7
2.1558,-1.1,-1.58,-1.88,4.78
2.1559,-1.1,-1.58,-1.88,4.82
2.156,-1.02,-1.54,-1.88,4.82
2.1561,-1.1,-1.54,-1.88,4.74
2.1562,-1.14,-1.54,-1.84,4.78
2.1563,-1.06,-1.54,-1.8,4.78
2.1564,-1.06,-1.54,-1.92,4.78
2.1565,-1.06,-1.58,-1.8,4.78
2.1566,-1.06,-1.54,-1.92,4.78
2.1567,-1.06,-1.54,-1.8,4.82
2.1568,-1.06,-1.58,-1.84,4.82
2.1569,-1.1,-1.54,-1.8,4.78
2.157,-1.18,-1.54,-1.84,4.78
2.1571,-1.1,-1.54,-1.84,4.78
2.1572,-1.14,-1.5,-1.92,4.78
2.1573,-1.14,-1.54,-1.84,4.82
2.1574,-1.1,-1.58,-1.84,4.78
2.1575,-1.1,-1.54,-1.84,4.78
2.1576,-1.14,-1.54,-1.8,4.78
2.1577,-1.1,-1.46,-1.88,4.82
2.1578,-1.06,-1.54,-1.84,4.78
2.1579,-1.06,-1.58,-1.92,4.74
2.158,-1.1,-1.58,-1.92,4.74
2.1581,-1.02,-1.5,-1.92,4.78
2.1582,-1.02,-1.5,-1.88,4.78
2.1583,-1.06,-1.54,-1.92,4.86
2.1584,-1.06,-1.58,-1.96,4.82
2.1585,-1.06,-1.54,-1.84,4.7
2.1586,-1.02,-1.54,-1.92,4.78
2.1587,-1.02,-1.5,-1.88,4.78
2.1588,-1.06,-1.54,-1.92,4.78
2.1589,-1.1,-1.54,-1.84,4.78
2.159,-1.1,-1.54,-1.92,4.78
2.1591,-1.06,-1.54,-1.92,4.74
2.1592,-1.02,-1.58,-1.88,4.78
2.1593,-1.06,-1.54,-1.84,4.78
2.1594,-1.06,-1.54,-1.84,4.74
2.1595,-1.06,-1.54,-1.88,4.78
2.1596,-1.06,-1.54,-1.88,4.82
2.1597,-1.06,-1.54,-1.88,4.82
2.1598,-1.06,-1.54,-1.84,4.78
2.1599,-1.1,-1.58,-1.84,4.78
2.16,-0.98,-1.54,-1.84,4.74
2.1601,-1.1,-1.5,-1.84,4.78
2.1602,-1.1,-1.54,-1.88,4.74
2.1603,-1.1,-1.5,-1.84,4.78
2.1604,-1.1,-1.5,-1.84,4.78
2.1605,-1.06,-1.5,-1.84,4.82
2.1606,-1.14,-1.5,-1.84,4.82
2.1607,-1.1,-1.54,-1.8,4.82
2.1608,-1.1,-1.54,-1.88,4.82
2.1609,-1.1,-1.5,-1.88,4.82
2.161,-1.1,-1.54,-1.84,4.82
2.1611,-1.06,-1.5,-1.96,4.78
2.1612,-1.1,-1.5,-1.84,4.78
2.1613,-1.14,-1.5,-1.88,4.78
2.1614,-1.1,-1.5,-1.84,4.78
2.1615,-1.1,-1.54,-1.88,4.78
2.1616,-1.1,-1.54,-1.92,4.82
2.1617,-1.06,-1.5,-1.88,4.82
2.1618,-1.06,-1.54,-1.88,4.82
2.1619,-1.02,-1.5,-1.84,4.82
2.162,-1.06,-1.54,-1.92,4.82
2.1621,-1.06,-1.5,-1.88,4.78
2.1622,-1.02,-1.58,-1.84,4.78
2.1623,-1.02,-1.54,-1.88,4.78
2.1624,-1.06,-1.54,-1.84,4.82
2.1625,-1.06,-1.5,-1.92,4.74
2.1626,-1.06,-1.5,-1.88,4.78
2.1627,-1.14,-1.54,-1.88,4.78
