time, ch1, ch2, ch3, ch4
-3.3646,-0.94,-0.34,0.36,4.74
-3.3645,-0.98,-0.3,0.32,4.78
-3.3644,-1.02,-0.34,0.36,4.78
-3.3643,-0.98,-0.3,0.36,4.82
-3.3642,-1.02,-0.3,0.32,4.78
-3.3641,-0.94,-0.34,0.32,4.78
-3.364,-0.98,-0.38,0.36,4.74
-3.3639,-0.98,-0.34,0.32,4.7
-3.3638,-0.98,-0.38,0.28,4.82
-3.3637,-0.98,-0.34,0.24,4.74
-3.3636,-1.02,-0.34,0.32,4.78
-3.3635,-1.02,-0.38,0.32,4.86
-3.3634,-1.02,-0.34,0.36,4.78
-3.3633,-0.98,-0.34,0.36,4.74
-3.3632,-1.1,-0.34,0.32,4.78
-3.3631,-1.02,-0.38,0.32,4.74
-3.363,-0.98,-0.34,0.32,4.78
-3.3629,-1.02,-0.38,0.36,4.78
-3.3628,-0.98,-0.34,0.36,4.78
-3.3627,-0.98,-0.34,0.28,4.74
-3.3626,-1.02,-0.38,0.28,4.82
-3.3625,-0.98,-0.34,0.32,4.78
-3.3624,-1.02,-0.38,0.28,4.7
-3.3623,-1.02,-0.3,0.28,4.78
-3.3622,-0.98,-0.34,0.28,4.78
-3.3621,-1.02,-0.34,0.36,4.78
-3.362,-0.98,-0.34,0.28,4.78
-3.3619,-0.98,-0.34,0.28,4.82
-3.3618,-1.02,-0.38,0.28,4.78
-3.3617,-0.94,-0.34,0.36,4.78
-3.3616,-1.02,-0.3,0.36,4.78
-3.3615,-0.98,-0.38,0.32,4.78
-3.3614,-0.98,-0.34,0.32,4.7
-3.3613,-0.98,-0.34,0.32,4.78
-3.3612,-0.98,-0.34,0.28,4.78
-3.3611,-0.98,-0.38,0.4,4.86
-3.361,-0.94,-0.34,0.32,4.78
-3.3609,-1.02,-0.38,0.28,4.78
-3.3608,-1.02,-0.38,0.36,4.82
-3.3607,-0.94,-0.3,0.32,4.7
-3.3606,-0.98,-0.3,0.32,4.82
-3.3605,-1.02,-0.34,0.24,4.82
-3.3604,-1.02,-0.38,0.28,4.82
-3.3603,-1.02,-0.34,0.32,4.82
-3.3602,-0.98,-0.38,0.36,4.78
-3.3601,-0.94,-0.34,0.32,4.78
-3.36,-0.94,-0.38,0.36,4.78
-3.3599,-0.98,-0.38,0.36,4.78
-3.3598,-0.98,-0.38,0.28,4.78
-3.3597,-0.98,-0.38,0.32,4.78
-3.3596,-0.98,-0.38,0.28,4.78
-3.3595,-0.94,-0.38,0.28,4.82
-3.3594,-1.02,-0.34,0.28,4.78
-3.3593,-1.02,-0.3,0.32,4.78
-3.3592,-0.98,-0.3,0.36,4.74
-3.3591,-0.98,-0.38,0.32,4.74
-3.359,-1.02,-0.38,0.28,4.74
-3.3589,-1.02,-0.34,0.32,4.78
-3.3588,-0.98,-0.42,0.32,4.82
-3.3587,-1.02,-0.42,0.32,4.82
-3.3586,-0.9,-0.34,0.32,4.78
-3.3585,-0.98,-0.38,0.32,4.74
-3.3584,-1.02,-0.34,0.32,4.74
-3.3583,-0.98,-0.38,0.32,4.78
-3.3582,-0.98,-0.42,0.32,4.78
-3.3581,-0.94,-0.34,0.32,4.82
-3.358,-1.02,-0.34,0.36,4.74
-3.3579,-0.94,-0.42,0.32,4.78
-3.3578,-0.94,-0.38,0.28,4.74
-3.3577,-0.98,-0.42,0.28,4.74
-3.3576,-0.98,-0.34,0.36,4.74
-3.3575,-1.02,-0.38,0.32,4.78
-3.3574,-0.94,-0.34,0.32,4.82
-3.3573,-0.98,-0.38,0.32,4.82
-3.3572,-0.98,-0.42,0.28,4.82
-3.3571,-0.98,-0.38,0.36,4.74
-3.357,-0.94,-0.42,0.32,4.74
-3.3569,-0.94,-0.38,0.32,4.82
-3.3568,-0.94,-0.42,0.32,4.78
-3.3567,-0.98,-0.34,0.32,4.82
-3.3566,-1.02,-0.38,0.32,4.78
-3.3565,-0.94,-0.34,0.36,4.78
-3.3564,-1.02,-0.38,0.28,4.82
-3.3563,-0.94,-0.38,0.36,4.82
-3.3562,-0.98,-0.34,0.28,4.78
-3.3561,-0.98,-0.38,0.32,4.78
-3.356,-0.98,-0.38,0.32,4.74
-3.3559,-1.02,-0.38,0.32,4.74
-3.3558,-0.94,-0.38,0.32,4.82
-3.3557,-0.98,-0.38,0.28,4.78
-3.3556,-0.98,-0.34,0.24,4.78
-3.3555,-0.98,-0.34,0.32,4.78
-3.3554,-0.94,-0.34,0.28,4.82
-3.3553,-0.98,-0.34,0.24,4.78
-3.3552,-0.94,-0.34,0.32,4.78
-3.3551,-1.02,-0.42,0.28,4.82
-3.355,-0.9,-0.38,0.32,4.74
-3.3549,-0.94,-0.38,0.24,4.74
-3.3548,-1.02,-0.42,0.36,4.82
-3.3547,-1.02,-0.34,0.28,4.78
-3.3546,-1.02,-0.38,0.28,4.78
-3.3545,-1.02,-0.34,0.32,4.78
-3.3544,-0.98,-0.42,0.24,4.78
-3.3543,-1.02,-0.42,0.32,4.78
-3.3542,-0.98,-0.34,0.32,4.78
-3.3541,-0.94,-0.34,0.28,4.74
-3.354,-0.94,-0.38,0.32,4.74
-3.3539,-0.98,-0.38,0.32,4.74
-3.3538,-0.98,-0.42,0.28,4.78
-3.3537,-0.94,-0.34,0.32,4.74
-3.3536,-1.02,-0.38,0.28,4.78
-3.3535,-0.98,-0.42,0.24,4.78
-3.3534,-0.98,-0.38,0.32,4.78
-3.3533,-0.98,-0.34,0.32,4.74
-3.3532,-0.94,-0.38,0.28,4.82
-3.3531,-0.98,-0.42,0.28,4.74
-3.353,-0.98,-0.42,0.28,4.74
-3.3529,-0.94,-0.38,0.32,4.82
-3.3528,-0.98,-0.42,0.32,4.7
-3.3527,-0.98,-0.38,0.28,4.82
-3.3526,-0.94,-0.42,0.32,4.74
-3.3525,-0.98,-0.38,0.24,4.74
-3.3524,-0.98,-0.38,0.28,4.74
-3.3523,-0.94,-0.38,0.28,4.78
-3.3522,-1.02,-0.38,0.28,4.78
-3.3521,-1.06,-0.38,0.28,4.78
-3.352,-0.98,-0.38,0.32,4.74
-3.3519,-0.98,-0.38,0.28,4.74
-3.3518,-0.98,-0.38,0.24,4.78
-3.3517,-0.98,-0.38,0.28,4.78
-3.3516,-0.98,-0.42,0.28,4.78
-3.3515,-0.98,-0.38,0.32,4.78
-3.3514,-0.94,-0.38,0.28,4.78
-3.3513,-0.98,-0.38,0.24,4.82
-3.3512,-0.98,-0.38,0.28,4.74
-3.3511,-0.98,-0.38,0.32,4.66
-3.351,-0.94,-0.34,0.28,4.78
-3.3509,-0.98,-0.38,0.28,4.78
-3.3508,-0.94,-0.42,0.28,4.82
-3.3507,-0.98,-0.38,0.24,4.78
-3.3506,-0.98,-0.38,0.32,4.78
-3.3505,-0.98,-0.42,0.28,4.78
-3.3504,-0.98,-0.42,0.28,4.74
-3.3503,-0.98,-0.42,0.28,4.78
-3.3502,-0.98,-0.38,0.32,4.78
-3.3501,-0.98,-0.38,0.28,4.78
-3.35,-0.98,-0.42,0.28,4.82
-3.3499,-0.98,-0.42,0.28,4.82
-3.3498,-1.02,-0.34,0.28,4.78
-3.3497,-0.98,-0.42,0.28,4.78
-3.3496,-0.98,-0.42,0.24,4.82
-3.3495,-0.94,-0.38,0.24,4.78
-3.3494,-0.98,-0.38,0.28,4.78
-3.3493,-0.94,-0.38,0.24,4.78
-3.3492,-0.98,-0.42,0.24,4.74
-3.3491,-0.98,-0.38,0.28,4.78
-3.349,-0.98,-0.42,0.28,4.82
-3.3489,-0.98,-0.38,0.32,4.78
-3.3488,-0.98,-0.42,0.28,4.74
-3.3487,-0.98,-0.38,0.24,4.78
-3.3486,-0.98,-0.38,0.28,4.78
-3.3485,-0.94,-0.34,0.36,4.78
-3.3484,-0.9,-0.42,0.32,4.78
-3.3483,-0.94,-0.38,0.24,4.82
-3.3482,-1.02,-0.38,0.32,4.74
-3.3481,-1.02,-0.42,0.32,4.78
-3.348,-0.98,-0.42,0.24,4.82
-3.3479,-0.98,-0.42,0.28,4.82
-3.3478,-0.98,-0.42,0.24,4.82
-3.3477,-0.9,-0.38,0.28,4.74
-3.3476,-0.94,-0.46,0.24,4.78
-3.3475,-0.9,-0.38,0.28,4.74
-3.3474,-0.94,-0.42,0.24,4.78
-3.3473,-0.98,-0.38,0.24,4.78
-3.3472,-0.98,-0.42,0.24,4.82
-3.3471,-0.94,-0.42,0.2,4.74
-3.347,-0.98,-0.42,0.32,4.74
-3.3469,-0.98,-0.38,0.24,4.78
-3.3468,-0.94,-0.42,0.24,4.78
-3.3467,-0.98,-0.42,0.24,4.86
-3.3466,-0.98,-0.38,0.28,4.74
-3.3465,-0.98,-0.42,0.2,4.82
-3.3464,-0.98,-0.38,0.28,4.78
-3.3463,-0.94,-0.42,0.2,4.78
-3.3462,-0.98,-0.42,0.28,4.78
-3.3461,-1.02,-0.42,0.28,4.74
-3.346,-0.98,-0.42,0.28,4.74
-3.3459,-0.9,-0.42,0.24,4.78
-3.3458,-0.98,-0.42,0.28,4.78
-3.3457,-0.98,-0.38,0.24,4.82
-3.3456,-0.94,-0.42,0.2,4.78
-3.3455,-0.94,-0.42,0.32,4.78
-3.3454,-0.9,-0.42,0.28,4.78
-3.3453,-0.94,-0.38,0.28,4.78
-3.3452,-0.98,-0.38,0.28,4.74
-3.3451,-0.94,-0.46,0.24,4.78
-3.345,-0.94,-0.42,0.28,4.78
-3.3449,-0.98,-0.46,0.28,4.7
-3.3448,-0.98,-0.38,0.24,4.78
-3.3447,-1.02,-0.42,0.28,4.78
-3.3446,-0.94,-0.42,0.28,4.78
-3.3445,-0.98,-0.42,0.24,4.82
-3.3444,-0.9,-0.42,0.32,4.74
-3.3443,-0.94,-0.42,0.36,4.74
-3.3442,-0.98,-0.42,0.32,4.86
-3.3441,-0.98,-0.42,0.24,4.78
-3.344,-0.94,-0.42,0.32,4.78
-3.3439,-0.94,-0.42,0.24,4.74
-3.3438,-0.94,-0.42,0.28,4.7
-3.3437,-0.98,-0.38,0.28,4.78
-3.3436,-1.02,-0.42,0.32,4.82
-3.3435,-0.94,-0.42,0.24,4.82
-3.3434,-0.98,-0.42,0.28,4.82
-3.3433,-0.94,-0.34,0.32,4.78
-3.3432,-0.94,-0.42,0.28,4.82
-3.3431,-1.02,-0.34,0.2,4.74
-3.343,-0.98,-0.46,0.28,4.82
-3.3429,-0.98,-0.38,0.24,4.74
-3.3428,-0.94,-0.42,0.28,4.82
-3.3427,-0.94,-0.38,0.28,4.78
-3.3426,-0.94,-0.42,0.24,4.78
-3.3425,-0.86,-0.42,0.32,4.78
-3.3424,-0.94,-0.42,0.28,4.78
-3.3423,-0.94,-0.42,0.24,4.78
-3.3422,-0.98,-0.42,0.24,4.74
-3.3421,-0.98,-0.42,0.24,4.78
-3.342,-0.94,-0.5,0.28,4.86
-3.3419,-0.98,-0.42,0.28,4.74
-3.3418,-0.9,-0.42,0.28,4.74
-3.3417,-0.94,-0.42,0.28,4.78
-3.3416,-0.94,-0.38,0.28,4.74
-3.3415,-0.94,-0.42,0.28,4.78
-3.3414,-0.98,-0.38,0.24,4.78
-3.3413,-1.06,-0.42,0.2,4.74
-3.3412,-0.94,-0.42,0.24,4.78
-3.3411,-0.98,-0.42,0.24,4.78
-3.341,-0.94,-0.42,0.24,4.74
-3.3409,-0.94,-0.38,0.24,4.74
-3.3408,-0.98,-0.42,0.24,4.78
-3.3407,-0.94,-0.38,0.24,4.78
-3.3406,-0.94,-0.5,0.24,4.78
-3.3405,-0.98,-0.46,0.24,4.78
-3.3404,-0.94,-0.42,0.2,4.78
-3.3403,-0.98,-0.5,0.24,4.78
-3.3402,-0.94,-0.46,0.24,4.7
-3.3401,-0.98,-0.38,0.24,4.74
-3.34,-0.98,-0.42,0.28,4.78
-3.3399,-0.9,-0.38,0.28,4.74
-3.3398,-0.94,-0.42,0.28,4.7
-3.3397,-0.98,-0.42,0.28,4.74
-3.3396,-0.94,-0.46,0.28,4.78
-3.3395,-0.94,-0.42,0.24,4.78
-3.3394,-0.94,-0.42,0.24,4.82
-3.3393,-0.94,-0.42,0.24,4.74
-3.3392,-0.94,-0.42,0.24,4.78
-3.3391,-0.94,-0.42,0.28,4.82
-3.339,-0.98,-0.42,0.2,4.78
-3.3389,-0.98,-0.46,0.24,4.78
-3.3388,-0.98,-0.42,0.24,4.74
-3.3387,-0.94,-0.42,0.24,4.82
-3.3386,-0.9,-0.38,0.2,4.78
-3.3385,-0.98,-0.42,0.24,4.74
-3.3384,-0.98,-0.42,0.28,4.78
-3.3383,-0.98,-0.42,0.24,4.78
-3.3382,-0.98,-0.42,0.24,4.82
-3.3381,-0.98,-0.42,0.28,4.74
-3.338,-0.98,-0.42,0.24,4.78
-3.3379,-0.94,-0.42,0.24,4.78
-3.3378,-0.94,-0.42,0.2,4.74
-3.3377,-0.98,-0.42,0.24,4.78
-3.3376,-0.98,-0.46,0.24,4.82
-3.3375,-0.98,-0.46,0.28,4.82
-3.3374,-0.98,-0.42,0.2,4.78
-3.3373,-0.98,-0.42,0.24,4.82
-3.3372,-0.9,-0.42,0.28,4.82
-3.3371,-0.94,-0.46,0.2,4.78
-3.337,-0.9,-0.42,0.2,4.78
-3.3369,-0.9,-0.42,0.28,4.78
-3.3368,-0.9,-0.46,0.24,4.74
-3.3367,-0.98,-0.42,0.24,4.74
-3.3366,-0.94,-0.42,0.2,4.78
-3.3365,-0.94,-0.42,0.2,4.7
-3.3364,-0.94,-0.42,0.2,4.78
-3.3363,-0.94,-0.46,0.2,4.74
-3.3362,-0.9,-0.42,0.24,4.78
-3.3361,-0.94,-0.5,0.28,4.82
-3.336,-0.9,-0.42,0.2,4.78
-3.3359,-0.86,-0.42,0.28,4.82
-3.3358,-0.94,-0.42,0.24,4.78
-3.3357,-0.94,-0.38,0.28,4.78
-3.3356,-0.9,-0.42,0.24,4.74
-3.3355,-0.94,-0.42,0.24,4.78
-3.3354,-0.98,-0.46,0.2,4.82
-3.3353,-1.02,-0.46,0.24,4.74
-3.3352,-0.94,-0.42,0.2,4.74
-3.3351,-0.9,-0.42,0.28,4.74
-3.335,-0.98,-0.46,0.2,4.74
-3.3349,-0.9,-0.46,0.24,4.82
-3.3348,-0.94,-0.46,0.24,4.82
-3.3347,-0.94,-0.42,0.2,4.78
-3.3346,-0.94,-0.46,0.2,4.74
-3.3345,-0.98,-0.46,0.24,4.74
-3.3344,-0.94,-0.46,0.24,4.82
-3.3343,-0.94,-0.42,0.28,4.74
-3.3342,-0.94,-0.42,0.24,4.74
-3.3341,-0.98,-0.42,0.24,4.78
-3.334,-1.02,-0.42,0.24,4.82
-3.3339,-0.94,-0.42,0.28,4.82
-3.3338,-0.9,-0.46,0.2,4.86
-3.3337,-0.9,-0.46,0.2,4.74
-3.3336,-0.94,-0.38,0.24,4.82
-3.3335,-0.94,-0.42,0.24,4.7
-3.3334,-0.94,-0.42,0.24,4.74
-3.3333,-0.94,-0.46,0.16,4.78
-3.3332,-0.94,-0.46,0.24,4.78
-3.3331,-0.94,-0.38,0.24,4.74
-3.333,-0.9,-0.42,0.24,4.82
-3.3329,-0.94,-0.42,0.24,4.74
-3.3328,-0.94,-0.38,0.24,4.78
-3.3327,-0.94,-0.46,0.2,4.78
-3.3326,-0.94,-0.46,0.2,4.78
-3.3325,-0.94,-0.42,0.28,4.78
-3.3324,-0.98,-0.38,0.24,4.82
-3.3323,-0.98,-0.46,0.24,4.78
-3.3322,-0.94,-0.42,0.2,4.82
-3.3321,-0.98,-0.5,0.24,4.78
-3.332,-0.94,-0.46,0.24,4.74
-3.3319,-0.86,-0.42,0.24,4.74
-3.3318,-0.9,-0.46,0.2,4.74
-3.3317,-0.94,-0.42,0.24,4.74
-3.3316,-0.94,-0.46,0.2,4.78
-3.3315,-0.94,-0.42,0.24,4.78
-3.3314,-0.9,-0.42,0.28,4.74
-3.3313,-0.94,-0.46,0.2,4.82
-3.3312,-0.94,-0.42,0.24,4.78
-3.3311,-0.94,-0.46,0.2,4.78
-3.331,-0.94,-0.38,0.24,4.78
-3.3309,-0.9,-0.5,0.28,4.78
-3.3308,-0.94,-0.42,0.24,4.74
-3.3307,-0.94,-0.42,0.24,4.78
-3.3306,-0.94,-0.5,0.24,4.78
-3.3305,-0.9,-0.42,0.2,4.78
-3.3304,-0.94,-0.46,0.24,4.74
-3.3303,-0.94,-0.42,0.28,4.82
-3.3302,-0.98,-0.42,0.2,4.78
-3.3301,-0.86,-0.42,0.28,4.78
-3.33,-0.94,-0.42,0.24,4.78
-3.3299,-0.9,-0.46,0.24,4.74
-3.3298,-0.94,-0.42,0.2,4.78
-3.3297,-0.94,-0.46,0.2,4.78
-3.3296,-0.98,-0.46,0.24,4.74
-3.3295,-0.9,-0.46,0.24,4.78
-3.3294,-0.94,-0.42,0.24,4.82
-3.3293,-0.94,-0.42,0.2,4.78
-3.3292,-0.9,-0.42,0.24,4.74
-3.3291,-0.9,-0.46,0.24,4.78
-3.329,-0.98,-0.46,0.28,4.78
-3.3289,-0.94,-0.5,0.24,4.78
-3.3288,-0.94,-0.5,0.2,4.74
-3.3287,-0.98,-0.42,0.2,4.74
-3.3286,-0.98,-0.5,0.24,4.7
-3.3285,-0.98,-0.46,0.24,4.82
-3.3284,-0.94,-0.42,0.24,4.82
-3.3283,-0.9,-0.46,0.24,4.74
-3.3282,-0.94,-0.46,0.2,4.82
-3.3281,-0.9,-0.42,0.24,4.74
-3.328,-0.9,-0.46,0.24,4.78
-3.3279,-0.94,-0.42,0.24,4.82
-3.3278,-0.94,-0.5,0.24,4.82
-3.3277,-0.86,-0.5,0.2,4.78
-3.3276,-0.94,-0.46,0.24,4.78
-3.3275,-0.94,-0.42,0.24,4.74
-3.3274,-0.9,-0.46,0.24,4.78
-3.3273,-0.94,-0.46,0.2,4.78
-3.3272,-0.94,-0.5,0.2,4.78
-3.3271,-0.94,-0.42,0.24,4.78
-3.327,-0.98,-0.5,0.2,4.74
-3.3269,-0.94,-0.5,0.2,4.74
-3.3268,-0.94,-0.46,0.2,4.78
-3.3267,-0.86,-0.5,0.24,4.78
-3.3266,-0.9,-0.42,0.2,4.78
-3.3265,-0.98,-0.46,0.24,4.82
-3.3264,-0.94,-0.46,0.2,4.7
-3.3263,-0.9,-0.46,0.24,4.7
-3.3262,-0.98,-0.46,0.2,4.78
-3.3261,-0.94,-0.5,0.2,4.82
-3.326,-0.94,-0.46,0.24,4.74
-3.3259,-0.98,-0.46,0.2,4.78
-3.3258,-0.98,-0.5,0.2,4.78
-3.3257,-0.9,-0.46,0.2,4.82
-3.3256,-0.94,-0.5,0.2,4.78
-3.3255,-0.94,-0.42,0.2,4.78
-3.3254,-0.94,-0.42,0.2,4.82
-3.3253,-0.98,-0.5,0.2,4.82
-3.3252,-0.9,-0.5,0.2,4.82
-3.3251,-0.94,-0.46,0.2,4.74
-3.325,-0.9,-0.42,0.2,4.78
-3.3249,-0.9,-0.46,0.2,4.78
-3.3248,-0.94,-0.46,0.24,4.78
-3.3247,-0.9,-0.5,0.2,4.82
-3.3246,-0.94,-0.54,0.2,4.78
-3.3245,-0.94,-0.46,0.28,4.78
-3.3244,-0.94,-0.5,0.2,4.78
-3.3243,-0.98,-0.46,0.24,4.78
-3.3242,-0.94,-0.5,0.2,4.78
-3.3241,-0.94,-0.42,0.2,4.78
-3.324,-0.94,-0.46,0.2,4.82
-3.3239,-0.94,-0.46,0.2,4.78
-3.3238,-0.94,-0.5,0.24,4.74
-3.3237,-0.9,-0.5,0.24,4.78
-3.3236,-0.94,-0.42,0.28,4.82
-3.3235,-0.9,-0.46,0.24,4.74
-3.3234,-0.94,-0.42,0.24,4.78
-3.3233,-0.9,-0.46,0.24,4.78
-3.3232,-0.94,-0.5,0.2,4.74
-3.3231,-0.9,-0.42,0.2,4.82
-3.323,-0.9,-0.46,0.24,4.78
-3.3229,-0.94,-0.5,0.2,4.78
-3.3228,-0.86,-0.5,0.24,4.78
-3.3227,-0.94,-0.5,0.24,4.78
-3.3226,-0.94,-0.5,0.24,4.82
-3.3225,-0.9,-0.5,0.24,4.78
-3.3224,-0.86,-0.46,0.2,4.82
-3.3223,-0.94,-0.5,0.2,4.78
-3.3222,-0.94,-0.46,0.2,4.74
-3.3221,-0.94,-0.46,0.28,4.78
-3.322,-0.94,-0.46,0.2,4.74
-3.3219,-0.98,-0.42,0.2,4.74
-3.3218,-0.94,-0.42,0.28,4.78
-3.3217,-0.94,-0.5,0.2,4.78
-3.3216,-0.9,-0.5,0.16,4.78
-3.3215,-0.9,-0.5,0.2,4.78
-3.3214,-0.94,-0.46,0.24,4.78
-3.3213,-0.9,-0.5,0.24,4.82
-3.3212,-0.9,-0.46,0.2,4.78
-3.3211,-0.94,-0.5,0.2,4.78
-3.321,-0.9,-0.5,0.2,4.78
-3.3209,-0.98,-0.5,0.2,4.78
-3.3208,-0.94,-0.5,0.2,4.74
-3.3207,-0.9,-0.42,0.16,4.82
-3.3206,-0.94,-0.5,0.2,4.78
-3.3205,-0.94,-0.46,0.2,4.78
-3.3204,-0.86,-0.46,0.24,4.78
-3.3203,-0.94,-0.46,0.24,4.78
-3.3202,-0.94,-0.46,0.2,4.78
-3.3201,-0.98,-0.5,0.2,4.82
-3.32,-0.9,-0.5,0.2,4.74
-3.3199,-0.9,-0.5,0.2,4.82
-3.3198,-0.94,-0.46,0.24,4.82
-3.3197,-0.94,-0.5,0.24,4.82
-3.3196,-0.9,-0.5,0.2,4.78
-3.3195,-0.94,-0.42,0.2,4.78
-3.3194,-0.9,-0.46,0.2,4.78
-3.3193,-0.9,-0.5,0.2,4.78
-3.3192,-0.94,-0.5,0.2,4.74
-3.3191,-0.9,-0.46,0.2,4.74
-3.319,-0.94,-0.54,0.16,4.78
-3.3189,-0.9,-0.46,0.24,4.74
-3.3188,-0.9,-0.5,0.24,4.74
-3.3187,-0.9,-0.5,0.24,4.82
-3.3186,-0.86,-0.46,0.2,4.82
-3.3185,-0.98,-0.46,0.2,4.78
-3.3184,-0.86,-0.5,0.2,4.74
-3.3183,-0.98,-0.5,0.2,4.82
-3.3182,-0.94,-0.46,0.2,4.82
-3.3181,-0.94,-0.46,0.2,4.74
-3.318,-0.86,-0.42,0.2,4.78
-3.3179,-0.86,-0.5,0.2,4.78
-3.3178,-0.9,-0.46,0.2,4.82
-3.3177,-0.94,-0.5,0.2,4.82
-3.3176,-0.94,-0.5,0.24,4.82
-3.3175,-0.9,-0.5,0.2,4.78
-3.3174,-0.86,-0.46,0.24,4.82
-3.3173,-0.9,-0.5,0.2,4.78
-3.3172,-0.94,-0.5,0.16,4.78
-3.3171,-0.9,-0.5,0.2,4.7
-3.317,-0.94,-0.5,0.16,4.78
-3.3169,-0.9,-0.5,0.2,4.78
-3.3168,-0.94,-0.46,0.24,4.82
-3.3167,-0.82,-0.46,0.2,4.74
-3.3166,-0.9,-0.46,0.2,4.82
-3.3165,-0.94,-0.5,0.2,4.78
-3.3164,-0.94,-0.5,0.2,4.78
-3.3163,-0.9,-0.5,0.2,4.82
-3.3162,-0.9,-0.46,0.24,4.78
-3.3161,-0.94,-0.42,0.16,4.7
-3.316,-0.9,-0.5,0.2,4.74
-3.3159,-0.86,-0.5,0.2,4.74
-3.3158,-0.94,-0.5,0.16,4.78
-3.3157,-0.9,-0.5,0.2,4.82
-3.3156,-0.9,-0.5,0.2,4.78
-3.3155,-0.94,-0.46,0.24,4.74
-3.3154,-0.86,-0.5,0.2,4.82
-3.3153,-0.9,-0.5,0.16,4.82
-3.3152,-0.9,-0.5,0.16,4.82
-3.3151,-0.9,-0.5,0.24,4.78
-3.315,-0.9,-0.5,0.16,4.74
-3.3149,-0.94,-0.5,0.2,4.82
-3.3148,-0.9,-0.46,0.16,4.78
-3.3147,-0.86,-0.5,0.2,4.74
-3.3146,-0.94,-0.46,0.2,4.78
-3.3145,-0.86,-0.5,0.2,4.82
-3.3144,-0.94,-0.5,0.2,4.74
-3.3143,-0.9,-0.5,0.16,4.78
-3.3142,-0.86,-0.5,0.2,4.78
-3.3141,-0.86,-0.46,0.16,4.78
-3.314,-0.94,-0.46,0.2,4.78
-3.3139,-0.9,-0.5,0.24,4.7
-3.3138,-0.86,-0.5,0.16,4.74
-3.3137,-0.9,-0.5,0.16,4.78
-3.3136,-0.9,-0.46,0.2,4.82
-3.3135,-0.98,-0.54,0.2,4.78
-3.3134,-0.94,-0.5,0.2,4.74
-3.3133,-0.9,-0.5,0.24,4.78
-3.3132,-0.86,-0.54,0.2,4.82
-3.3131,-0.94,-0.46,0.16,4.74
-3.313,-0.94,-0.54,0.16,4.74
-3.3129,-0.86,-0.5,0.2,4.78
-3.3128,-0.94,-0.5,0.2,4.82
-3.3127,-0.9,-0.46,0.16,4.78
-3.3126,-0.94,-0.5,0.2,4.74
-3.3125,-0.94,-0.5,0.16,4.82
-3.3124,-0.94,-0.5,0.2,4.78
-3.3123,-0.94,-0.5,0.16,4.74
-3.3122,-0.9,-0.5,0.2,4.78
-3.3121,-0.9,-0.46,0.2,4.86
-3.312,-0.86,-0.46,0.16,4.78
-3.3119,-0.94,-0.5,0.16,4.82
-3.3118,-0.94,-0.5,0.2,4.82
-3.3117,-0.9,-0.5,0.2,4.78
-3.3116,-0.94,-0.46,0.24,4.78
-3.3115,-0.86,-0.5,0.24,4.78
-3.3114,-0.86,-0.5,0.2,4.74
-3.3113,-0.94,-0.5,0.2,4.82
-3.3112,-0.94,-0.5,0.2,4.82
-3.3111,-0.94,-0.5,0.2,4.78
-3.311,-0.94,-0.5,0.2,4.7
-3.3109,-0.86,-0.5,0.2,4.78
-3.3108,-0.9,-0.5,0.2,4.86
-3.3107,-0.9,-0.5,0.2,4.78
-3.3106,-0.86,-0.5,0.2,4.78
-3.3105,-0.86,-0.5,0.12,4.78
-3.3104,-0.9,-0.46,0.2,4.74
-3.3103,-0.94,-0.5,0.2,4.78
-3.3102,-0.9,-0.5,0.16,4.78
-3.3101,-0.9,-0.54,0.2,4.74
-3.31,-0.9,-0.5,0.2,4.78
-3.3099,-0.86,-0.46,0.2,4.78
-3.3098,-0.9,-0.54,0.2,4.78
-3.3097,-0.86,-0.5,0.2,4.78
-3.3096,-0.9,-0.5,0.16,4.74
-3.3095,-0.94,-0.5,0.2,4.78
-3.3094,-0.86,-0.5,0.2,4.78
-3.3093,-0.94,-0.5,0.16,4.74
-3.3092,-0.9,-0.5,0.2,4.82
-3.3091,-0.94,-0.54,0.16,4.78
-3.309,-0.9,-0.5,0.2,4.78
-3.3089,-0.94,-0.5,0.2,4.82
-3.3088,-0.9,-0.5,0.2,4.82
-3.3087,-0.9,-0.5,0.2,4.78
-3.3086,-0.9,-0.54,0.2,4.78
-3.3085,-0.9,-0.5,0.16,4.82
-3.3084,-0.86,-0.58,0.2,4.78
-3.3083,-0.9,-0.5,0.2,4.78
-3.3082,-0.9,-0.46,0.2,4.78
-3.3081,-0.86,-0.5,0.2,4.78
-3.308,-0.9,-0.5,0.16,4.78
-3.3079,-0.9,-0.46,0.2,4.82
-3.3078,-0.94,-0.5,0.2,4.74
-3.3077,-0.94,-0.54,0.2,4.78
-3.3076,-0.9,-0.46,0.2,4.78
-3.3075,-0.9,-0.5,0.12,4.82
-3.3074,-0.86,-0.54,0.2,4.7
-3.3073,-0.94,-0.5,0.16,4.78
-3.3072,-0.9,-0.5,0.16,4.7
-3.3071,-0.94,-0.5,0.2,4.78
-3.307,-0.86,-0.54,0.2,4.78
-3.3069,-0.86,-0.5,0.2,4.82
-3.3068,-0.86,-0.5,0.2,4.74
-3.3067,-0.86,-0.54,0.12,4.78
-3.3066,-0.9,-0.5,0.2,4.78
-3.3065,-0.86,-0.5,0.16,4.82
-3.3064,-0.9,-0.54,0.16,4.74
-3.3063,-0.82,-0.5,0.2,4.78
-3.3062,-0.86,-0.46,0.2,4.82
