time, ch2
-5,-0.88
-4.9999,-0.8
-4.9998,-0.76
-4.9997,-0.92
-4.9996,-0.84
-4.9995,-0.84
-4.9994,-0.92
-4.9993,-0.8
-4.9992,-0.72
-4.9991,-0.76
-4.999,-0.84
-4.9989,-0.84
-4.9988,-0.8
-4.9987,-0.8
-4.9986,-0.76
-4.9985,-0.68
-4.9984,-0.8
-4.9983,-0.76
-4.9982,-0.8
-4.9981,-0.8
-4.998,-0.76
-4.9979,-0.8
-4.9978,-0.88
-4.9977,-0.88
-4.9976,-0.84
-4.9975,-0.8
-4.9974,-0.84
-4.9972,-0.84
-4.9971,-0.8
-4.997,-0.8
-4.9969,-0.76
-4.9968,-0.8
-4.9966,-0.8
-4.9963,-0.88
-4.9961,-0.88
-4.996,-0.84
-4.994,-0.84
-4.992,-0.72
-4.99,-0.8
-4.988,-0.76
-4.986,-0.8
-4.984,-0.88
-4.982,-0.84
-4.98,-0.8
-4.978,-0.88
-4.976,-0.84
-4.974,-0.88
-4.972,-0.92
-4.97,-0.8
-4.968,-0.92
-4.966,-0.76
-4.964,-0.88
-4.962,-0.96
-4.96,-0.92
-4.958,-0.92
-4.956,-0.92
-4.954,-0.88
-4.952,-0.8
-4.95,-0.92
-4.948,-0.96
-4.946,-0.8
-4.944,-0.84
-4.942,-1
-4.94,-0.92
-4.938,-0.92
-4.936,-1
-4.934,-0.88
-4.932,-0.96
-4.93,-0.92
-4.928,-0.92
-4.926,-1.04
-4.924,-0.96
-4.922,-1.04
-4.92,-0.92
-4.918,-0.88
-4.916,-0.88
-4.914,-0.92
-4.912,-1
-4.91,-1.04
-4.908,-0.96
-4.906,-1.04
-4.904,-1.04
-4.902,-0.92
-4.9,-0.92
-4.898,-1
-4.896,-1.04
-4.894,-0.92
-4.892,-1
-4.89,-1.08
-4.888,-0.96
-4.886,-0.92
-4.884,-1.08
-4.882,-1.16
-4.88,-0.96
-4.878,-1.04
-4.876,-1.12
-4.874,-1.16
-4.872,-1.12
-4.87,-1.12
-4.868,-1.04
-4.866,-1
-4.864,-1.08
-4.862,-1.16
-4.86,-1.12
-4.858,-1.16
-4.856,-1.2
-4.854,-1.2
-4.852,-1.12
-4.85,-1.16
-4.848,-1.16
-4.846,-1.24
-4.844,-1.16
-4.842,-1.16
-4.84,-1.24
-4.838,-1.24
-4.836,-1.36
-4.834,-1.2
-4.832,-1.28
-4.83,-1.28
-4.828,-1.4
-4.826,-1.4
-4.824,-1.36
-4.822,-1.36
-4.82,-1.44
-4.818,-1.48
-4.816,-1.44
-4.814,-1.4
-4.812,-1.4
-4.81,-1.36
-4.808,-1.44
-4.806,-1.52
-4.804,-1.36
-4.802,-1.4
-4.8,-1.36
-4.798,-1.32
-4.796,-1.52
-4.794,-1.4
-4.792,-1.52
-4.79,-1.36
-4.788,-1.44
-4.786,-1.44
-4.784,-1.44
-4.782,-1.52
-4.78,-1.48
-4.778,-1.44
-4.776,-1.4
-4.774,-1.56
-4.772,-1.44
-4.77,-1.48
-4.768,-1.48
-4.766,-1.48
-4.764,-1.56
-4.762,-1.56
-4.76,-1.48
-4.758,-1.52
-4.756,-1.36
-4.754,-1.52
-4.752,-1.56
-4.75,-1.48
-4.748,-1.6
-4.746,-1.52
-4.744,-1.52
-4.742,-1.48
-4.74,-1.4
-4.738,-1.4
-4.7359,-1.6
-4.7339,-1.44
-4.7319,-1.48
-4.7299,-1.4
-4.7279,-1.52
-4.7259,-1.48
-4.7239,-1.36
-4.7219,-1.48
-4.7199,-1.56
-4.7179,-1.44
-4.7159,-1.52
-4.7139,-1.48
-4.7119,-1.48
-4.7099,-1.48
-4.7079,-1.48
-4.7059,-1.52
-4.7039,-1.48
-4.7019,-1.52
-4.6999,-1.44
-4.6979,-1.52
-4.6959,-1.32
-4.6939,-1.44
-4.6919,-1.44
-4.6899,-1.44
-4.6879,-1.48
-4.6859,-1.44
-4.6839,-1.44
-4.6819,-1.52
-4.6799,-1.44
-4.6779,-1.44
-4.6759,-1.4
-4.6739,-1.4
-4.6719,-1.4
-4.6699,-1.4
-4.6679,-1.36
-4.6659,-1.32
-4.6639,-1.4
-4.6619,-1.28
-4.6599,-1.28
-4.6579,-1.32
-4.6559,-1.32
-4.6539,-1.32
-4.6519,-1.28
-4.6499,-1.4
-4.6479,-1.2
-4.6459,-1.32
-4.6439,-1.36
-4.6419,-1.28
-4.6399,-1.24
-4.6379,-1.16
-4.6359,-1.28
-4.6339,-1.2
-4.6319,-1.24
-4.6299,-1.24
-4.6279,-1.16
-4.6259,-1.2
-4.6239,-1.2
-4.6219,-1.16
-4.6199,-1.2
-4.6179,-1.16
-4.6159,-1.16
-4.6139,-1.08
-4.6119,-1.16
-4.6099,-1.16
-4.6079,-1.08
-4.6059,-1.08
-4.6039,-1.16
-4.6019,-1.16
-4.5999,-1.04
-4.5979,-1.04
-4.5959,-1.12
-4.5939,-1.16
-4.5919,-1.04
-4.5899,-0.96
-4.5879,-1.04
-4.5859,-1.04
-4.5839,-1.04
-4.5819,-0.92
-4.5799,-1
-4.5779,-1.04
-4.5759,-1.04
-4.5739,-0.96
-4.5719,-1
-4.5699,-0.92
-4.5679,-1.04
-4.5659,-0.88
-4.5639,-0.88
-4.5619,-0.8
-4.5599,-0.8
-4.5579,-0.92
-4.5559,-0.84
-4.5539,-0.96
-4.5519,-0.88
-4.5499,-0.88
-4.5479,-0.84
-4.5459,-0.88
-4.5439,-0.84
-4.5419,-0.76
-4.5399,-0.88
-4.5379,-0.8
-4.5359,-0.84
-4.5339,-0.92
-4.5319,-0.88
-4.5299,-0.8
-4.5279,-0.84
-4.5259,-0.84
-4.5239,-0.88
-4.5219,-0.76
-4.5199,-0.96
-4.5179,-0.68
-4.5159,-0.76
-4.5139,-0.88
-4.5119,-0.8
-4.5099,-0.76
-4.5079,-0.84
-4.5059,-0.76
-4.5039,-0.8
-4.5019,-0.84
-4.4999,-0.92
-4.4979,-0.64
-4.4959,-0.8
-4.4939,-0.76
-4.4919,-0.72
-4.4899,-0.8
-4.4879,-0.68
-4.4859,-0.88
-4.4839,-0.8
-4.4819,-0.76
-4.4799,-0.76
-4.4779,-0.68
-4.4759,-0.76
-4.4739,-0.72
-4.4719,-0.68
-4.4699,-0.68
-4.4679,-0.76
-4.4659,-0.8
-4.4639,-0.68
-4.4619,-0.72
-4.4599,-0.68
-4.4579,-0.8
-4.4559,-0.76
-4.4539,-0.72
-4.4519,-0.72
-4.4499,-0.68
-4.4479,-0.76
-4.4459,-0.72
-4.4439,-0.72
-4.4419,-0.76
-4.4399,-0.6
-4.4379,-0.68
-4.4359,-0.64
-4.4339,-0.56
-4.4319,-0.76
-4.4299,-0.8
-4.4279,-0.72
-4.4259,-0.68
-4.4239,-0.68
-4.4219,-0.6
-4.4199,-0.72
-4.4179,-0.64
-4.4159,-0.64
-4.4139,-0.56
-4.4119,-0.64
-4.4099,-0.56
-4.4079,-0.6
-4.4059,-0.48
-4.4039,-0.52
-4.4019,-0.68
-4.3999,-0.76
-4.3979,-0.6
-4.3959,-0.56
-4.3939,-0.56
-4.3919,-0.64
-4.3899,-0.56
-4.3879,-0.48
-4.3859,-0.56
-4.3839,-0.48
-4.3819,-0.6
-4.3799,-0.6
-4.3779,-0.56
-4.3759,-0.52
-4.3739,-0.56
-4.3719,-0.52
-4.3699,-0.52
-4.3679,-0.52
-4.3659,-0.68
-4.3639,-0.44
-4.3619,-0.56
-4.3599,-0.56
-4.3579,-0.44
-4.3559,-0.56
-4.3539,-0.52
-4.3519,-0.56
-4.3499,-0.52
-4.3479,-0.56
-4.3459,-0.6
-4.3439,-0.52
-4.3419,-0.64
-4.3399,-0.56
-4.3379,-0.56
-4.3359,-0.56
-4.3339,-0.68
-4.3319,-0.6
-4.3299,-0.6
-4.3279,-0.64
-4.3259,-0.56
-4.3239,-0.6
-4.3219,-0.64
-4.3199,-0.64
-4.3179,-0.68
-4.3159,-0.64
-4.3139,-0.72
-4.3119,-0.64
-4.3099,-0.52
-4.3079,-0.56
-4.3059,-0.56
-4.3039,-0.72
-4.3019,-0.64
-4.2999,-0.64
-4.2979,-0.68
-4.2959,-0.76
-4.2939,-0.76
-4.2919,-0.64
-4.2899,-0.76
-4.2879,-0.68
-4.2859,-0.8
-4.2839,-0.8
-4.2819,-0.8
-4.2799,-0.76
-4.2779,-0.76
-4.2759,-0.8
-4.2739,-0.72
-4.2719,-0.72
-4.2699,-0.76
-4.2679,-0.84
-4.2659,-0.8
-4.2639,-0.8
-4.2619,-0.88
-4.2599,-0.92
-4.2579,-0.88
-4.2559,-0.8
-4.2539,-0.96
-4.2519,-0.88
-4.2499,-0.92
-4.2479,-0.92
-4.2459,-0.8
-4.2439,-0.8
-4.2419,-0.96
-4.2399,-1
-4.2379,-1
-4.2359,-0.96
-4.2339,-0.96
-4.2319,-0.96
-4.2299,-1
-4.2279,-1
-4.2259,-1.04
-4.2239,-1.08
-4.2219,-1.04
-4.2199,-1.04
-4.2179,-1.04
-4.2159,-1.08
-4.2139,-1
-4.2119,-1.16
-4.2098,-1.08
-4.2078,-1.2
-4.2058,-1.08
-4.2038,-1.08
-4.2018,-1.16
-4.1998,-1.16
-4.1978,-1.12
-4.1958,-1.16
-4.1938,-1.2
-4.1918,-1.2
-4.1898,-1.16
-4.1878,-1.04
-4.1858,-1.24
-4.1838,-1.24
-4.1818,-1.08
-4.1798,-1.12
-4.1778,-1.16
-4.1758,-1.2
-4.1738,-1.16
-4.1718,-1.2
-4.1698,-1.2
-4.1678,-1.16
-4.1658,-1.16
-4.1638,-1.16
-4.1618,-1.24
-4.1598,-1.2
-4.1578,-1.16
-4.1558,-1.2
