time, ch2
-5,-0.24
-4.9999,-0.28
-4.9998,-0.28
-4.9997,-0.28
-4.9996,-0.28
-4.9995,-0.24
-4.9994,-0.24
-4.9992,-0.28
-4.9991,-0.28
-4.999,-0.2
-4.9989,-0.2
-4.9988,-0.28
-4.9987,-0.28
-4.9986,-0.28
-4.9985,-0.28
-4.9984,-0.28
-4.9983,-0.28
-4.9982,-0.32
-4.9981,-0.28
-4.998,-0.28
-4.9977,-0.28
-4.9976,-0.28
-4.9975,-0.28
-4.9974,-0.28
-4.997,-0.32
-4.996,-0.24
-4.994,-0.32
-4.992,-0.28
-4.99,-0.28
-4.988,-0.28
-4.986,-0.28
-4.984,-0.28
-4.982,-0.32
-4.98,-0.28
-4.978,-0.28
-4.976,-0.28
-4.974,-0.32
-4.972,-0.32
-4.97,-0.32
-4.968,-0.36
-4.966,-0.4
-4.964,-0.32
-4.962,-0.36
-4.96,-0.36
-4.958,-0.36
-4.956,-0.36
-4.954,-0.4
-4.952,-0.4
-4.95,-0.32
-4.948,-0.44
-4.946,-0.32
-4.944,-0.4
-4.942,-0.4
-4.94,-0.4
-4.938,-0.4
-4.936,-0.4
-4.934,-0.48
-4.932,-0.48
-4.93,-0.44
-4.928,-0.44
-4.926,-0.48
-4.924,-0.44
-4.922,-0.52
-4.92,-0.52
-4.918,-0.48
-4.916,-0.48
-4.914,-0.52
-4.912,-0.48
-4.91,-0.48
-4.908,-0.52
-4.906,-0.52
-4.904,-0.52
-4.902,-0.48
-4.9,-0.56
-4.898,-0.52
-4.896,-0.56
-4.894,-0.6
-4.892,-0.56
-4.89,-0.56
-4.888,-0.56
-4.886,-0.6
-4.884,-0.6
-4.882,-0.6
-4.88,-0.64
-4.878,-0.64
-4.876,-0.64
-4.874,-0.64
-4.872,-0.64
-4.87,-0.6
-4.868,-0.6
-4.866,-0.64
-4.864,-0.64
-4.862,-0.6
-4.86,-0.64
-4.858,-0.68
-4.856,-0.68
-4.854,-0.64
-4.852,-0.68
-4.85,-0.68
-4.848,-0.72
-4.846,-0.76
-4.844,-0.76
-4.842,-0.68
-4.84,-0.72
-4.838,-0.8
-4.836,-0.72
-4.834,-0.76
-4.832,-0.76
-4.83,-0.76
