xdata, curve0, curve1, curve2
0.00417,299.75,-172.15,-127.6
0.00418,300.13,-171.4,-128.72
0.00419,300.5,-170.65,-129.86
0.0042,300.87,-169.88,-130.99
0.00421,301.24,-169.11,-132.13
0.00422,301.6,-168.34,-133.27
0.00423,301.96,-167.55,-134.41
0.00424,302.32,-166.76,-135.55
0.00425,302.66,-165.96,-136.7
0.00426,303.01,-165.16,-137.85
0.00427,303.35,-164.34,-139
0.00428,303.68,-163.52,-140.16
0.00429,304.01,-162.7,-141.32
0.0043,304.34,-161.86,-142.48
0.00431,304.66,-161.02,-143.64
0.00432,304.97,-160.17,-144.81
0.00433,305.28,-159.31,-145.97
0.00434,305.58,-158.44,-147.14
0.00435,305.88,-157.57,-148.31
0.00436,306.17,-156.69,-149.48
0.00437,306.46,-155.8,-150.66
0.00438,306.74,-154.91,-151.83
0.00439,307.02,-154.01,-153.01
0.0044,307.28,-153.1,-154.19
0.00441,307.55,-152.18,-155.37
0.00442,307.8,-151.25,-156.55
0.00443,308.05,-150.32,-157.73
0.00444,308.3,-149.38,-158.91
0.00445,308.53,-148.44,-160.1
0.00446,308.77,-147.48,-161.28
0.00447,308.99,-146.52,-162.47
0.00448,309.21,-145.55,-163.66
0.00449,309.42,-144.58,-164.84
0.0045,309.62,-143.59,-166.03
0.00451,309.82,-142.6,-167.22
0.00452,310.01,-141.6,-168.41
0.00453,310.2,-140.6,-169.6
0.00454,310.37,-139.59,-170.78
0.00455,310.54,-138.57,-171.97
0.00456,310.7,-137.54,-173.16
0.00457,310.86,-136.51,-174.35
0.00458,311.01,-135.47,-175.54
0.00459,311.15,-134.42,-176.72
0.0046,311.28,-133.37,-177.91
0.00461,311.4,-132.31,-179.1
0.00462,311.52,-131.24,-180.28
0.00463,311.63,-130.16,-181.47
0.00464,311.73,-129.08,-182.65
0.00465,311.83,-127.99,-183.84
0.00466,311.91,-126.9,-185.02
0.00467,311.99,-125.8,-186.2
0.00468,312.06,-124.69,-187.38
0.00469,312.13,-123.57,-188.55
0.0047,312.18,-122.45,-189.73
0.00471,312.23,-121.32,-190.91
0.00472,312.27,-120.19,-192.08
0.00473,312.3,-119.05,-193.25
0.00474,312.32,-117.9,-194.42
0.00475,312.33,-116.75,-195.59
0.00476,312.34,-115.59,-196.75
0.00477,312.34,-114.43,-197.91
0.00478,312.33,-113.25,-199.07
0.00479,312.31,-112.08,-200.23
0.0048,312.28,-110.89,-201.39
0.00481,312.24,-109.71,-202.54
0.00482,312.2,-108.51,-203.69
0.00483,312.15,-107.31,-204.84
0.00484,312.09,-106.11,-205.98
0.00485,312.02,-104.89,-207.12
0.00486,311.94,-103.68,-208.26
0.00487,311.85,-102.45,-209.39
0.00488,311.75,-101.23,-210.53
0.00489,311.65,-99.994,-211.65
0.0049,311.54,-98.757,-212.78
0.00491,311.41,-97.514,-213.9
0.00492,311.28,-96.266,-215.02
0.00493,311.14,-95.013,-216.13
0.00494,311,-93.755,-217.24
0.00495,310.84,-92.493,-218.35
0.00496,310.67,-91.225,-219.45
0.00497,310.5,-89.954,-220.55
0.00498,310.32,-88.677,-221.64
0.00499,310.12,-87.397,-222.73
0.005,309.92,-86.112,-223.81
0.00501,309.72,-84.822,-224.89
0.00502,309.5,-83.529,-225.97
0.00503,309.27,-82.231,-227.04
0.00504,309.04,-80.93,-228.11
0.00505,308.79,-79.624,-229.17
0.00506,308.54,-78.315,-230.22
0.00507,308.28,-77.002,-231.28
0.00508,308.01,-75.685,-232.32
0.00509,307.73,-74.365,-233.36
0.0051,307.44,-73.041,-234.4
0.00511,307.14,-71.714,-235.43
0.00512,306.84,-70.384,-236.46
0.00513,306.53,-69.05,-237.48
0.00514,306.2,-67.713,-238.49
0.00515,305.87,-66.374,-239.5
0.00516,305.53,-65.031,-240.5
0.00517,305.19,-63.686,-241.5
0.00518,304.83,-62.338,-242.49
0.00519,304.47,-60.987,-243.48
0.0052,304.09,-59.634,-244.46
0.00521,303.71,-58.278,-245.43
0.00522,303.32,-56.92,-246.4
0.00523,302.92,-55.559,-247.36
0.00524,302.52,-54.197,-248.32
0.00525,302.1,-52.832,-249.27
0.00526,301.68,-51.466,-250.21
0.00527,301.25,-50.097,-251.15
0.00528,300.81,-48.727,-252.08
0.00529,300.36,-47.355,-253.01
0.0053,299.91,-45.981,-253.92
0.00531,299.44,-44.606,-254.84
0.00532,298.97,-43.23,-255.74
0.00533,298.49,-41.852,-256.64
0.00534,298,-40.473,-257.53
0.00535,297.51,-39.093,-258.42
0.00536,297.01,-37.711,-259.29
0.00537,296.49,-36.329,-260.17
0.00538,295.98,-34.946,-261.03
0.00539,295.45,-33.562,-261.89
0.0054,294.92,-32.177,-262.74
0.00541,294.37,-30.792,-263.58
0.00542,293.83,-29.406,-264.42
0.00543,293.27,-28.02,-265.25
0.00544,292.71,-26.634,-266.07
0.00545,292.14,-25.247,-266.89
0.00546,291.56,-23.86,-267.7
0.00547,290.97,-22.473,-268.5
0.00548,290.38,-21.086,-269.29
0.00549,289.78,-19.699,-270.08
0.0055,289.17,-18.312,-270.86
0.00551,288.56,-16.926,-271.63
0.00552,287.94,-15.54,-272.4
0.00553,287.31,-14.154,-273.16
0.00554,286.68,-12.769,-273.91
0.00555,286.04,-11.384,-274.66
0.00556,285.39,-10,-275.39
0.00557,284.74,-8.6171,-276.12
0.00558,284.08,-7.2347,-276.84
0.00559,283.41,-5.8532,-277.56
0.0056,282.74,-4.4727,-278.27
0.00561,282.06,-3.0933,-278.97
0.00562,281.38,-1.715,-279.66
0.00563,280.68,-0.33786,-280.35
0.00564,279.99,1.038,-281.02
0.00565,279.28,2.4124,-281.7
0.00566,278.57,3.7855,-282.36
0.00567,277.86,5.1571,-283.02
0.00568,277.14,6.5271,-283.66
0.00569,276.41,7.8955,-284.31
0.0057,275.68,9.2622,-284.94
0.00571,274.94,10.627,-285.57
0.00572,274.2,11.99,-286.19
0.00573,273.45,13.351,-286.8
0.00574,272.7,14.711,-287.41
0.00575,271.94,16.068,-288
0.00576,271.17,17.423,-288.59
0.00577,270.4,18.776,-289.18
0.00578,269.63,20.127,-289.75
0.00579,268.85,21.476,-290.32
0.0058,268.06,22.822,-290.89
0.00581,267.28,24.166,-291.44
0.00582,266.48,25.508,-291.99
0.00583,265.68,26.847,-292.53
0.00584,264.88,28.183,-293.06
0.00585,264.07,29.517,-293.59
0.00586,263.26,30.849,-294.11
0.00587,262.44,32.177,-294.62
0.00588,261.62,33.503,-295.13
0.00589,260.8,34.827,-295.63
0.0059,259.97,36.147,-296.12
0.00591,259.14,37.465,-296.6
0.00592,258.3,38.78,-297.08
0.00593,257.46,40.092,-297.55
0.00594,256.61,41.401,-298.01
0.00595,255.77,42.707,-298.47
0.00596,254.91,44.01,-298.92
0.00597,254.06,45.31,-299.37
0.00598,253.2,46.606,-299.8
0.00599,252.34,47.9,-300.24
0.006,251.47,49.191,-300.66
0.00601,250.6,50.478,-301.08
0.00602,249.73,51.762,-301.49
0.00603,248.85,53.043,-301.89
0.00604,247.97,54.321,-302.29
0.00605,247.09,55.595,-302.68
0.00606,246.2,56.866,-303.07
0.00607,245.32,58.134,-303.45
0.00608,244.42,59.398,-303.82
0.00609,243.53,60.659,-304.19
0.0061,242.63,61.917,-304.55
0.00611,241.73,63.171,-304.91
0.00612,240.83,64.422,-305.25
0.00613,239.93,65.67,-305.6
0.00614,239.02,66.914,-305.93
0.00615,238.11,68.154,-306.27
0.00616,237.2,69.391,-306.59
0.00617,236.28,70.625,-306.91
0.00618,235.37,71.855,-307.22
0.00619,234.45,73.082,-307.53
0.0062,233.53,74.305,-307.83
0.00621,232.61,75.525,-308.13
0.00622,231.68,76.741,-308.42
0.00623,230.75,77.954,-308.71
0.00624,229.82,79.163,-308.99
0.00625,228.89,80.369,-309.26
0.00626,227.96,81.571,-309.53
0.00627,227.03,82.77,-309.8
0.00628,226.09,83.965,-310.05
0.00629,225.15,85.157,-310.31
0.0063,224.21,86.345,-310.56
0.00631,223.27,87.53,-310.8
0.00632,222.33,88.712,-311.04
0.00633,221.38,89.89,-311.27
0.00634,220.44,91.065,-311.5
0.00635,219.49,92.236,-311.72
0.00636,218.54,93.404,-311.94
0.00637,217.59,94.568,-312.16
0.00638,216.64,95.729,-312.37
0.00639,215.69,96.887,-312.57
0.0064,214.73,98.041,-312.77
0.00641,213.78,99.192,-312.97
0.00642,212.82,100.34,-313.16
0.00643,211.86,101.48,-313.35
0.00644,210.9,102.63,-313.53
0.00645,209.94,103.76,-313.71
0.00646,208.98,104.9,-313.88
0.00647,208.02,106.03,-314.05
0.00648,207.06,107.16,-314.21
0.00649,206.09,108.28,-314.38
0.0065,205.13,109.41,-314.53
0.00651,204.16,110.52,-314.69
0.00652,203.19,111.64,-314.83
0.00653,202.23,112.75,-314.98
0.00654,201.26,113.86,-315.12
0.00655,200.29,114.97,-315.26
0.00656,199.32,116.07,-315.39
0.00657,198.34,117.18,-315.52
0.00658,197.37,118.27,-315.65
0.00659,196.4,119.37,-315.77
0.0066,195.43,120.46,-315.89
0.00661,194.45,121.55,-316
0.00662,193.47,122.64,-316.11
0.00663,192.5,123.72,-316.22
0.00664,191.52,124.8,-316.33
0.00665,190.54,125.88,-316.43
0.00666,189.56,126.96,-316.52
0.00667,188.58,128.03,-316.62
0.00668,187.6,129.1,-316.71
0.00669,186.62,130.17,-316.8
0.0067,185.64,131.24,-316.88
0.00671,184.66,132.3,-316.96
0.00672,183.67,133.36,-317.04
0.00673,182.69,134.42,-317.11
0.00674,181.71,135.48,-317.19
0.00675,180.72,136.53,-317.25
0.00676,179.73,137.59,-317.32
0.00677,178.74,138.64,-317.38
0.00678,177.76,139.68,-317.44
0.00679,176.77,140.73,-317.5
0.0068,175.78,141.77,-317.55
0.00681,174.79,142.81,-317.6
0.00682,173.79,143.85,-317.65
0.00683,172.8,144.89,-317.69
0.00684,171.81,145.93,-317.73
0.00685,170.81,146.96,-317.77
0.00686,169.82,147.99,-317.81
0.00687,168.82,149.02,-317.84
0.00688,167.82,150.05,-317.87
0.00689,166.83,151.08,-317.9
0.0069,165.83,152.1,-317.93
0.00691,164.83,153.12,-317.95
0.00692,163.83,154.14,-317.97
0.00693,162.82,155.16,-317.99
0.00694,161.82,156.18,-318
0.00695,160.81,157.2,-318.01
0.00696,159.81,158.21,-318.02
0.00697,158.8,159.23,-318.03
0.00698,157.79,160.24,-318.03
0.00699,156.78,161.25,-318.03
0.007,155.77,162.26,-318.03
0.00701,154.76,163.26,-318.03
0.00702,153.75,164.27,-318.02
0.00703,152.73,165.28,-318.01
0.00704,151.72,166.28,-318
0.00705,150.7,167.28,-317.98
0.00706,149.68,168.28,-317.96
0.00707,148.66,169.28,-317.94
0.00708,147.64,170.28,-317.92
0.00709,146.61,171.28,-317.9
0.0071,145.59,172.28,-317.87
0.00711,144.56,173.27,-317.84
0.00712,143.53,174.27,-317.8
0.00713,142.5,175.26,-317.77
0.00714,141.47,176.26,-317.73
0.00715,140.44,177.25,-317.69
0.00716,139.4,178.24,-317.64
0.00717,138.37,179.23,-317.6
0.00718,137.33,180.22,-317.55
0.00719,136.29,181.21,-317.49
0.0072,135.24,182.2,-317.44
0.00721,134.2,183.18,-317.38
0.00722,133.15,184.17,-317.32
0.00723,132.1,185.15,-317.26
0.00724,131.05,186.14,-317.19
0.00725,130,187.12,-317.12
0.00726,128.94,188.1,-317.05
0.00727,127.88,189.09,-316.97
0.00728,126.82,190.07,-316.89
0.00729,125.76,191.05,-316.81
0.0073,124.7,192.03,-316.73
0.00731,123.63,193.01,-316.64
0.00732,122.56,193.99,-316.55
0.00733,121.49,194.97,-316.46
0.00734,120.42,195.94,-316.36
0.00735,119.34,196.92,-316.26
0.00736,118.26,197.9,-316.16
0.00737,117.18,198.87,-316.05
0.00738,116.09,199.85,-315.94
0.00739,115.01,200.82,-315.83
0.0074,113.92,201.79,-315.71
0.00741,112.82,202.77,-315.59
0.00742,111.73,203.74,-315.47
0.00743,110.63,204.71,-315.34
0.00744,109.53,205.68,-315.21
0.00745,108.42,206.65,-315.07
0.00746,107.32,207.62,-314.94
0.00747,106.2,208.59,-314.8
0.00748,105.09,209.56,-314.65
0.00749,103.98,210.53,-314.5
0.0075,102.86,211.49,-314.35
0.00751,101.73,212.46,-314.19
0.00752,100.61,213.43,-314.03
0.00753,99.479,214.39,-313.87
0.00754,98.347,215.35,-313.7
0.00755,97.212,216.32,-313.53
0.00756,96.074,217.28,-313.35
0.00757,94.932,218.24,-313.17
0.00758,93.787,219.2,-312.99
0.00759,92.638,220.16,-312.8
