time, ch2
-5,-0.2
-4.998,0.56
-4.996,0.56
-4.994,-0.2
-4.992,0.6
-4.99,0.6
-4.988,-0.2
-4.986,0.52
-4.984,0.6
-4.982,-0.24
-4.98,0.56
-4.978,0.56
-4.976,-0.24
-4.974,0.52
-4.972,0.56
-4.97,0.52
-4.968,0.56
-4.966,0.6
-4.964,0.56
-4.962,0.56
-4.96,0.56
-4.958,0.6
-4.956,-0.24
-4.954,0.6
-4.952,0.56
-4.95,-0.2
-4.948,0.56
-4.946,0.56
-4.944,-0.2
-4.942,0.56
-4.94,0.56
-4.938,-0.2
-4.936,0.56
-4.934,0.6
-4.932,-0.2
-4.93,0.56
-4.928,0.56
-4.926,-0.2
-4.924,0.56
-4.922,0.56
-4.92,0.52
-4.918,0.56
-4.916,0.6
-4.914,0.52
-4.912,0.52
-4.91,0.56
-4.908,0.56
-4.906,-0.2
-4.904,0.56
-4.902,0.6
-4.9,-0.24
-4.898,0.56
-4.896,0.56
-4.894,-0.24
-4.892,0.6
-4.89,0.52
-4.888,-0.2
-4.886,0.6
-4.884,0.56
-4.882,-0.2
-4.88,0.56
-4.878,0.56
-4.876,-0.2
-4.874,0.56
-4.872,0.56
-4.87,0.6
-4.868,0.6
-4.866,0.56
-4.864,0.6
-4.862,-0.2
-4.86,0.56
-4.858,0.56
-4.856,-0.2
-4.854,0.56
-4.852,0.6
-4.85,-0.2
-4.848,0.6
-4.846,0.52
-4.844,-0.2
-4.842,0.56
-4.84,0.6
-4.838,-0.2
-4.836,0.56
-4.834,0.56
-4.832,-0.2
-4.83,0.52
-4.828,0.6
-4.826,-0.2
-4.824,0.56
-4.822,0.56
-4.82,0.56
-4.818,0.56
-4.816,0.6
-4.814,0.56
-4.812,-0.24
-4.81,0.52
-4.808,0.56
-4.806,-0.24
-4.804,0.6
-4.802,0.52
-4.8,-0.2
-4.798,0.56
-4.796,0.56
-4.794,-0.24
-4.792,0.52
-4.79,0.52
-4.788,-0.2
-4.786,0.56
-4.784,0.56
-4.782,-0.24
-4.78,0.56
-4.778,0.6
-4.776,-0.16
-4.774,0.56
-4.772,0.52
-4.77,0.56
-4.768,-0.24
-4.766,0.56
-4.764,0.56
-4.762,-0.2
-4.76,0.56
-4.758,0.52
-4.756,-0.2
-4.754,0.56
-4.752,0.52
-4.75,-0.2
-4.748,0.56
-4.746,0.6
-4.744,-0.24
-4.742,0.56
-4.74,0.52
-4.738,-0.2
-4.7359,0.56
-4.7339,0.52
-4.7319,-0.2
-4.7299,0.56
-4.7279,0.6
-4.7259,-0.2
-4.7239,0.56
-4.7219,0.52
-4.7199,-0.12
-4.7179,-0.24
-4.7159,0.52
-4.7139,0.52
-4.7119,-0.2
-4.7099,0.56
-4.7079,0.6
-4.7059,-0.24
-4.7039,0.6
-4.7019,0.6
-4.6999,-0.2
-4.6979,0.56
-4.6959,0.56
-4.6939,-0.2
-4.6919,0.56
-4.6899,0.56
-4.6879,-0.16
-4.6859,0.56
-4.6839,0.56
-4.6819,-0.28
-4.6799,0.56
-4.6779,0.56
-4.6759,-0.2
-4.6739,0.52
-4.6719,0.56
-4.6699,-0.2
-4.6679,-0.16
-4.6659,0.56
-4.6639,0.6
-4.6619,-0.2
-4.6599,0.52
-4.6579,0.6
-4.6559,-0.24
-4.6539,0.56
-4.6519,0.6
-4.6499,-0.2
-4.6479,0.56
-4.6459,0.56
-4.6439,-0.2
-4.6419,0.52
-4.6399,0.56
-4.6379,-0.2
-4.6359,0.64
-4.6339,0.56
-4.6319,-0.2
-4.6299,0.56
-4.6279,0.52
-4.6259,-0.2
-4.6239,-0.28
-4.6219,0.6
-4.6199,-0.28
-4.6179,-0.2
-4.6159,0.56
-4.6139,0.6
-4.6119,-0.2
-4.6099,0.56
-4.6079,0.52
-4.6059,-0.24
-4.6039,0.52
-4.6019,0.56
-4.5999,-0.2
-4.5979,0.52
-4.5959,0.52
-4.5939,-0.24
-4.5919,0.56
-4.5899,0.6
-4.5879,-0.24
-4.5859,0.52
-4.5839,0.56
-4.5819,-0.2
-4.5799,-0.2
-4.5779,0.52
-4.5759,-0.2
-4.5739,-0.24
-4.5719,0.56
-4.5699,-0.2
-4.5679,-0.16
-4.5659,0.56
-4.5639,0.52
-4.5619,-0.24
-4.5599,0.52
-4.5579,0.56
-4.5559,-0.2
-4.5539,0.56
-4.5519,0.6
-4.5499,-0.2
-4.5479,0.52
-4.5459,0.52
-4.5439,-0.24
-4.5419,0.52
-4.5399,0.56
-4.5379,-0.24
-4.5359,0.36
-4.5339,0.56
