time, ch1
-5,-2.84
-4.9999,-2.88
-4.9998,-2.88
-4.9997,-2.88
-4.9996,-2.92
-4.9995,-2.88
-4.9994,-2.88
-4.9993,-2.92
-4.9992,-2.92
-4.9991,-3.32
-4.999,-3.8
-4.9989,-3.76
-4.9988,-3.72
-4.9987,-3.72
-4.9986,-3.72
-4.9985,-3.68
-4.9984,-3.68
-4.9983,-3.72
-4.9982,-3.76
-4.9981,-3.76
-4.998,-3.72
-4.9979,-3.72
-4.9978,-3.72
-4.9977,-3.72
-4.996,-2.92
-4.994,-2.88
-4.992,-3.76
-4.99,-2.88
-4.988,-2.92
-4.986,-3.72
-4.984,-2.92
-4.982,-2.88
-4.98,-3.68
-4.978,-2.96
-4.976,-2.88
-4.974,-3.68
-4.972,-2.92
-4.97,-2.92
-4.968,-2.92
-4.966,-2.92
-4.964,-2.96
-4.962,-2.92
-4.96,-2.88
-4.958,-2.92
-4.956,-2.92
-4.954,-3.76
-4.952,-2.92
-4.95,-2.92
-4.948,-3.76
-4.946,-2.96
-4.944,-2.92
-4.942,-3.72
-4.94,-2.96
-4.938,-2.88
-4.936,-3.72
-4.934,-2.92
-4.932,-2.92
-4.93,-3.72
-4.928,-2.92
-4.926,-2.92
-4.924,-3.6
-4.922,-2.88
-4.92,-2.96
-4.918,-2.88
-4.916,-2.92
-4.914,-2.92
-4.912,-2.96
-4.91,-3.56
-4.908,-2.88
-4.906,-2.92
-4.904,-3.76
-4.902,-2.96
-4.9,-2.96
-4.898,-3.72
-4.896,-2.84
-4.894,-2.96
-4.892,-3.72
-4.89,-2.92
-4.888,-2.92
-4.886,-3.72
-4.884,-2.96
-4.882,-2.88
-4.88,-3.72
-4.878,-2.88
-4.876,-2.92
-4.874,-3.48
-4.872,-2.84
-4.87,-2.88
-4.868,-2.92
-4.866,-2.92
-4.864,-2.88
-4.862,-2.92
-4.86,-3.68
-4.858,-2.96
-4.856,-2.88
-4.854,-3.72
-4.852,-2.96
-4.85,-2.92
-4.848,-3.72
-4.846,-2.88
-4.844,-2.92
-4.842,-3.72
-4.84,-2.92
-4.838,-2.92
-4.836,-3.76
-4.834,-2.92
-4.832,-2.88
-4.83,-3.72
-4.828,-2.96
-4.826,-2.88
-4.824,-3.44
-4.822,-2.92
-4.82,-2.92
-4.818,-2.92
-4.816,-2.92
-4.814,-2.92
-4.812,-2.88
-4.81,-3.72
-4.808,-2.88
-4.806,-2.92
-4.804,-3.72
-4.802,-2.92
-4.8,-2.92
-4.798,-3.76
-4.796,-2.92
-4.794,-2.88
-4.792,-3.76
-4.79,-2.92
-4.788,-2.88
-4.786,-3.72
-4.784,-2.92
-4.782,-2.92
-4.78,-3.72
-4.778,-2.92
-4.776,-2.92
-4.774,-3.6
-4.772,-2.92
-4.77,-2.92
-4.768,-2.92
-4.766,-3.72
-4.764,-2.88
-4.762,-2.92
-4.76,-3.72
-4.758,-2.92
-4.756,-2.88
-4.754,-3.72
-4.752,-2.92
-4.75,-2.92
-4.748,-3.72
-4.746,-2.92
-4.744,-2.92
-4.742,-3.76
-4.74,-2.92
-4.738,-2.88
-4.7359,-3.76
-4.7339,-2.92
-4.7319,-2.88
-4.7299,-3.76
-4.7279,-2.92
-4.7259,-2.92
-4.7239,-3.76
-4.7219,-2.88
-4.7199,-2.92
-4.7179,-2.88
-4.7159,-3.72
-4.7139,-2.92
-4.7119,-2.92
-4.7099,-3.76
-4.7079,-2.88
-4.7059,-2.92
-4.7039,-3.72
-4.7019,-2.88
-4.6999,-2.88
-4.6979,-3.76
-4.6959,-2.92
-4.6939,-2.88
-4.6919,-3.72
-4.6899,-2.92
-4.6879,-2.92
-4.6859,-3.72
-4.6839,-2.92
-4.6819,-2.88
-4.6799,-3.76
-4.6779,-2.88
-4.6759,-2.88
-4.6739,-3.72
-4.6719,-3.72
-4.6699,-2.88
-4.6679,-3.2
-4.6659,-3.72
-4.6639,-2.92
-4.6619,-2.88
-4.6599,-3.76
-4.6579,-2.92
-4.6559,-2.92
-4.6539,-3.72
-4.6519,-2.88
-4.6499,-2.88
-4.6479,-3.76
-4.6459,-2.88
-4.6439,-2.92
-4.6419,-3.72
