time, math
-4.1698,2.4802
-4.1678,2.5134
-4.1658,2.5134
-4.1638,2.5134
-4.1618,2.5134
-4.1598,2.58
-4.1578,2.5467
-4.1558,2.5467
-4.1538,2.4802
-4.1518,2.5467
-4.1498,2.5134
-4.1478,2.5134
-4.1458,2.68
-4.1438,2.9133
-4.1418,3.1133
-4.1398,3.18
-4.1378,3.18
-4.1358,3.1133
-4.1338,3.1466
-4.1318,3.18
-4.1298,3.18
-4.1278,2.5467
-4.1258,2.5467
-4.1238,2.5467
-4.1218,2.5134
-4.1198,2.5134
-4.1178,2.5134
-4.1158,2.5134
-4.1138,2.58
-4.1118,2.4802
-4.1098,2.6133
-4.1078,2.5467
-4.1058,2.5467
-4.1038,2.58
-4.1018,2.58
-4.0998,2.5134
-4.0978,2.5467
-4.0958,2.4802
-4.0938,2.8133
-4.0918,2.98
-4.0898,2.98
-4.0878,3.28
-4.0858,3.2466
-4.0838,2.6133
-4.0818,2.5134
-4.0798,2.5467
-4.0778,2.5134
-4.0758,2.5134
-4.0738,2.5467
-4.0718,2.4802
-4.0698,2.5134
-4.0678,2.5467
-4.0658,2.5134
-4.0638,2.5467
-4.0618,2.5467
-4.0598,2.5134
-4.0578,2.4802
-4.0558,2.5134
-4.0538,2.5467
-4.0518,2.58
-4.0498,2.5467
-4.0478,2.5134
-4.0458,2.5467
-4.0438,2.5134
-4.0418,2.58
-4.0398,3.0466
-4.0378,2.5467
-4.0358,2.5134
-4.0338,2.58
-4.0318,2.4802
-4.0298,2.58
-4.0278,2.5134
-4.0258,2.6133
-4.0238,2.5134
-4.0218,2.5134
-4.0198,2.5467
-4.0178,2.58
-4.0158,2.5467
-4.0138,2.4467
-4.0118,2.5134
-4.0098,2.4802
-4.0078,2.6133
-4.0058,2.5134
-4.0038,2.58
-4.0018,2.5134
-3.9998,2.5467
-3.9978,2.58
-3.9958,2.5134
-3.9938,2.1134
-3.9918,1.9134
-3.9898,1.8802
-3.9878,2.58
-3.9858,2.5467
-3.9838,2.58
-3.9818,2.4802
-3.9798,2.58
-3.9778,2.6133
-3.9758,2.5467
-3.9738,2.58
-3.9718,2.5134
-3.9698,2.5467
-3.9678,2.58
-3.9658,2.5467
-3.9638,2.5467
-3.9618,2.58
-3.9598,2.5134
-3.9578,2.5467
-3.9558,2.5467
-3.9538,2.6133
-3.9518,2.58
-3.9498,2.4134
-3.9478,2.0134
-3.9458,1.9134
-3.9438,1.88
-3.9418,1.8467
-3.9398,1.8134
-3.9378,1.88
-3.9358,1.9134
-3.9338,2.58
-3.9318,2.58
-3.9298,2.5134
-3.9278,2.4802
-3.9258,2.6133
-3.9238,2.4802
-3.9218,2.6133
-3.9198,2.5134
-3.9178,2.58
-3.9158,2.58
-3.9138,2.5467
-3.9118,2.58
-3.9098,2.5467
-3.9078,2.5134
-3.9058,2.4802
-3.9038,2.3802
-3.9018,2.1134
-3.8998,1.98
-3.8978,1.8467
-3.8958,1.8802
-3.8938,1.9134
-3.8918,1.8802
-3.8898,1.88
-3.8878,1.8467
-3.8858,1.9134
-3.8838,1.78
-3.8818,1.88
-3.8798,2.5467
-3.8778,2.4802
-3.8758,2.5467
-3.8738,2.5467
-3.8718,2.4802
-3.8698,2.4802
-3.8678,2.5467
-3.8658,2.4802
-3.8638,2.5467
-3.8618,2.5134
-3.8598,2.3802
-3.8578,2.1134
-3.8558,1.98
-3.8538,1.9134
-3.8518,1.9134
-3.8498,1.9134
-3.8478,1.9467
-3.8458,1.88
-3.8438,1.88
-3.8418,1.9134
-3.8398,1.8467
-3.8378,1.98
-3.8358,1.8802
-3.8338,1.8134
-3.8318,1.88
-3.8298,1.8802
-3.8278,2.58
-3.8258,2.58
-3.8238,2.58
-3.8218,2.5467
-3.8198,2.4802
-3.8178,2.5134
-3.8158,2.5467
-3.8138,2.3802
-3.8118,2.1802
-3.8098,1.8802
-3.8078,1.9134
-3.8058,1.9134
-3.8038,1.9467
-3.8018,1.88
-3.7998,1.8134
-3.7978,1.8467
-3.7958,1.8467
-3.7938,1.8467
-3.7918,1.88
-3.7898,1.8134
-3.7878,1.88
-3.7858,1.8467
-3.7838,1.8802
-3.7818,1.88
-3.7798,1.9134
-3.7778,1.8802
-3.7758,1.9467
-3.7738,2.5134
-3.7718,2.5467
-3.7698,2.3802
-3.7678,2.2467
-3.7658,1.8802
-3.7638,1.8134
-3.7618,1.88
-3.7598,1.88
-3.7578,1.9134
-3.7558,1.88
-3.7538,1.8802
-3.7518,1.88
-3.7498,1.88
-3.7478,1.8802
-3.7458,1.8467
-3.7438,1.7802
-3.7418,1.8467
-3.7398,1.9134
-3.7378,1.9134
-3.7358,1.9134
-3.7338,1.88
-3.7318,1.8802
-3.7298,1.8134
-3.7278,1.8802
-3.7258,1.8134
-3.7238,1.8467
-3.7218,1.8467
-3.7198,1.8134
-3.7178,1.7802
-3.7158,1.8802
-3.7138,1.8134
-3.7118,1.9134
-3.7098,1.9467
-3.7078,1.88
-3.7058,1.88
-3.7038,1.9467
-3.7018,1.8802
-3.6998,1.88
-3.6978,1.9467
-3.6958,1.8467
-3.6938,1.9467
-3.6918,1.88
-3.6898,1.9467
-3.6878,1.8467
-3.6858,1.9134
-3.6837,1.8802
-3.6817,1.88
-3.6797,1.9134
-3.6777,1.8467
-3.6757,1.7134
-3.6737,1.3467
-3.6717,1.2467
-3.6697,1.2467
-3.6677,1.2467
-3.6657,1.88
-3.6637,1.8802
-3.6617,1.88
-3.6597,1.9134
-3.6577,1.88
-3.6557,1.9134
-3.6537,1.8802
-3.6517,1.8467
-3.6497,1.9134
-3.6477,1.9134
-3.6457,1.8467
-3.6437,1.88
-3.6417,1.9134
-3.6397,1.8802
-3.6377,1.88
-3.6357,1.9134
-3.6337,1.8134
-3.6317,1.7467
-3.6297,1.4134
-3.6277,1.18
-3.6257,1.2134
-3.6237,1.2467
-3.6217,1.18
-3.6197,1.2134
-3.6177,1.2467
-3.6157,1.2134
-3.6137,1.8467
-3.6117,1.88
-3.6097,1.9134
-3.6077,1.8467
-3.6057,1.8467
-3.6037,1.8802
-3.6017,1.8467
-3.5997,1.9134
-3.5977,1.9134
-3.5957,1.8802
-3.5937,1.8802
-3.5917,1.8802
-3.5897,1.8134
-3.5877,1.9467
-3.5857,1.8467
-3.5837,1.2467
-3.5817,1.2467
-3.5797,1.2467
-3.5777,1.2467
-3.5757,1.2134
-3.5737,1.2134
-3.5717,1.2467
-3.5697,1.28
-3.5677,1.18
-3.5657,1.2467
-3.5637,1.18
-3.5617,1.7802
-3.5597,1.9134
-3.5577,1.8467
-3.5557,1.8802
-3.5537,1.9134
-3.5517,1.8467
-3.5497,1.8134
-3.5477,1.8802
-3.5457,1.8134
-3.5437,1.9134
-3.5417,1.8802
-3.5397,1.3467
-3.5377,1.3134
-3.5357,1.28
-3.5337,1.2134
-3.5317,1.2134
-3.5297,1.18
-3.5277,1.2467
-3.5257,1.1467
-3.5237,1.2467
-3.5217,1.2467
-3.5197,1.1134
-3.5177,1.2467
-3.5157,1.28
-3.5137,1.2467
-3.5117,1.18
-3.5097,1.9134
-3.5077,1.88
-3.5057,1.88
-3.5037,1.9134
-3.5017,1.8134
-3.4997,1.8467
-3.4977,1.8802
-3.4957,1.8134
-3.4937,1.6134
-3.4917,1.2467
-3.4897,1.18
-3.4877,1.18
-3.4857,1.2134
-3.4837,1.2467
-3.4817,1.2134
-3.4797,1.2467
-3.4777,1.3134
-3.4757,1.18
-3.4737,1.2467
-3.4717,1.2467
-3.4697,1.2467
-3.4677,1.28
-3.4657,1.2467
-3.4637,1.2467
-3.4617,1.3467
-3.4597,1.28
-3.4577,1.8467
-3.4557,1.8802
-3.4537,2.0134
-3.4517,1.88
-3.4497,1.8802
-3.4477,1.7467
-3.4457,1.18
-3.4437,1.18
-3.4417,1.2467
-3.4397,1.1467
-3.4377,1.2467
-3.4357,1.18
-3.4337,1.18
-3.4317,1.2467
-3.4297,1.2134
-3.4277,1.2134
-3.4257,1.28
-3.4237,1.18
-3.4217,1.2134
-3.4197,1.18
-3.4177,1.28
-3.4157,1.18
-3.4137,1.18
-3.4117,1.28
-3.4097,1.2134
-3.4077,1.2134
-3.4057,1.8134
-3.4037,1.8467
-3.4017,1.2134
-3.3997,1.2467
-3.3977,1.2467
-3.3957,1.18
-3.3937,1.18
-3.3917,1.2467
-3.3897,1.18
-3.3877,1.2134
-3.3857,1.2134
-3.3837,1.18
-3.3817,1.28
-3.3797,1.18
-3.3777,1.2134
-3.3757,1.2467
-3.3737,1.2467
-3.3717,1.18
-3.3697,1.2134
-3.3677,1.18
-3.3657,1.3134
-3.3637,1.2134
-3.3617,1.28
-3.3597,1.2467
-3.3577,1.2467
-3.3557,1.58
-3.3537,1.3134
-3.3517,1.2467
-3.3497,1.2134
-3.3477,1.2134
-3.3457,1.2134
-3.3437,1.2467
-3.3417,1.2134
-3.3397,1.28
-3.3377,1.1467
-3.3357,1.28
-3.3337,1.2134
-3.3317,1.1134
-3.3297,1.2134
-3.3277,1.2467
-3.3257,1.2467
-3.3237,1.2134
-3.3217,1.18
-3.3197,1.2134
-3.3177,1.2467
-3.3157,1.2467
-3.3137,1.2467
-3.3117,1.2134
-3.3097,1.18
-3.3077,0.54672
-3.3057,0.68
-3.3037,1.2467
-3.3017,1.2134
-3.2997,1.2134
-3.2977,1.2134
-3.2957,1.2467
-3.2937,1.2134
-3.2917,1.1467
-3.2897,1.2134
-3.2877,1.28
-3.2857,1.18
-3.2837,1.2467
-3.2817,1.1467
-3.2797,1.2134
-3.2777,1.2134
-3.2757,1.28
-3.2737,1.18
-3.2717,1.2134
-3.2697,1.2134
-3.2677,1.2134
-3.2657,1.1467
-3.2637,1.1134
-3.2617,0.98
-3.2597,0.54672
-3.2577,0.58
-3.2557,0.58
-3.2537,1.1134
-3.2517,1.1467
-3.2497,1.2134
-3.2477,1.2134
-3.2457,1.2134
-3.2437,1.18
-3.2417,1.2467
-3.2397,1.2134
-3.2377,1.18
-3.2357,1.2467
-3.2337,1.18
-3.2317,1.1467
-3.2297,1.1134
-3.2277,1.18
-3.2257,1.18
-3.2237,1.2467
-3.2217,1.2134
-3.2197,1.2134
-3.2177,1.2134
-3.2157,0.94672
-3.2137,0.61344
-3.2117,0.54672
-3.2097,0.54672
-3.2077,0.54672
-3.2057,0.54672
-3.2037,1.2467
-3.2017,1.2467
-3.1997,1.2467
-3.1977,1.18
-3.1957,1.2467
-3.1937,1.2467
-3.1917,1.28
-3.1897,1.18
-3.1877,1.2134
-3.1857,1.1467
-3.1837,1.18
-3.1817,1.18
-3.1797,1.2134
-3.1777,1.2134
-3.1757,1.2134
-3.1737,1.18
-3.1717,1.18
-3.1697,1.1134
-3.1677,0.98
-3.1657,0.54672
-3.1637,0.54672
-3.1617,0.58
-3.1597,0.58
-3.1576,0.54672
-3.1556,0.54672
-3.1536,0.58
-3.1516,1.28
-3.1496,1.2467
-3.1476,1.2467
-3.1456,1.2134
-3.1436,1.18
-3.1416,1.2467
-3.1396,1.2467
-3.1376,1.2134
-3.1356,1.2134
-3.1336,1.18
-3.1316,1.2134
-3.1296,1.2134
-3.1276,1.2467
-3.1256,1.2134
-3.1236,1.1467
-3.1216,1.2134
-3.1196,1.0467
-3.1176,0.94672
-3.1156,0.51344
-3.1136,0.54672
-3.1116,0.58
-3.1096,0.61344
-3.1076,0.54672
-3.1056,0.51344
-3.1036,0.84672
-3.1016,1.2467
-3.0996,1.18
-3.0976,1.2134
-3.0956,1.2134
-3.0936,1.2134
-3.0916,1.2134
-3.0896,1.18
-3.0876,1.2467
-3.0856,1.2134
-3.0836,1.2134
-3.0816,1.18
-3.0796,1.28
-3.0776,1.2134
-3.0756,1.2134
-3.0736,1.18
-3.0716,1.2134
-3.0696,0.51344
-3.0676,0.54672
-3.0656,0.54672
-3.0636,0.51344
-3.0616,0.51344
-3.0596,0.58
-3.0576,0.51344
-3.0556,0.58
-3.0536,1.2134
-3.0516,1.2467
-3.0496,1.2134
-3.0476,1.2134
-3.0456,1.2134
-3.0436,1.1134
-3.0416,1.18
-3.0396,1.18
-3.0376,1.1467
-3.0356,1.2467
-3.0336,1.18
-3.0316,1.2134
-3.0296,1.2134
-3.0276,1.18
-3.0256,1.1467
-3.0236,1.2134
-3.0216,1.0134
-3.0196,0.61344
-3.0176,0.51344
-3.0156,0.54672
-3.0136,0.58
-3.0116,0.58
-3.0096,0.54672
-3.0076,0.54672
-3.0056,0.61344
-3.0036,1.2134
-3.0016,1.2467
-2.9996,1.2134
-2.9976,1.2134
-2.9956,1.2134
-2.9936,1.2134
-2.9916,1.2467
-2.9896,1.2134
-2.9876,1.18
-2.9856,1.2134
-2.9836,1.18
-2.9816,1.18
-2.9796,1.18
-2.9776,1.28
-2.9756,1.18
-2.9736,1.2467
-2.9716,0.74672
-2.9696,0.58
-2.9676,0.61344
-2.9656,0.58
-2.9636,0.51344
-2.9616,0.58
-2.9596,0.51344
-2.9576,0.51344
-2.9556,1.18
-2.9536,1.18
-2.9516,1.18
-2.9496,1.1467
-2.9476,1.2467
-2.9456,1.2467
-2.9436,1.18
-2.9416,1.2134
-2.9396,1.2134
-2.9376,1.18
-2.9356,1.18
-2.9336,1.18
-2.9316,1.2134
-2.9296,1.2134
-2.9276,1.2134
-2.9256,0.91344
-2.9236,0.88
-2.9216,0.51344
-2.9196,0.54672
-2.9176,0.48
-2.9156,0.58
-2.9136,0.51344
-2.9116,0.48
-2.9096,0.54672
-2.9076,1.2134
-2.9056,1.2467
-2.9036,1.2467
-2.9016,1.2134
-2.8996,1.2134
-2.8976,1.2134
-2.8956,1.2134
-2.8936,1.18
-2.8916,1.2467
-2.8896,1.2134
-2.8876,1.18
-2.8856,1.2467
-2.8836,1.2467
-2.8816,1.2134
-2.8796,1.2467
-2.8776,1.2467
-2.8756,0.64672
-2.8736,0.68
-2.8716,0.48
-2.8696,0.51344
-2.8676,0.54672
-2.8656,0.54672
-2.8636,0.54672
-2.8616,0.58
-2.8596,1.1467
-2.8576,1.2134
-2.8556,1.2134
-2.8536,1.28
-2.8516,1.2134
-2.8496,1.08
-2.8476,1.28
-2.8456,1.2134
-2.8436,1.18
-2.8416,1.2134
-2.8396,1.18
-2.8376,1.1134
-2.8356,1.28
-2.8336,1.2467
-2.8316,1.18
-2.8296,1.2134
-2.8276,1.2467
-2.8256,0.58
-2.8236,0.58
-2.8216,0.54672
-2.8196,0.51344
-2.8176,0.54672
-2.8156,0.54672
-2.8136,0.68
-2.8116,1.2134
-2.8096,1.2467
-2.8076,1.18
-2.8056,1.18
-2.8036,1.2467
-2.8016,1.2134
-2.7996,1.2134
-2.7976,1.2467
-2.7956,1.1134
-2.7936,1.18
-2.7916,1.2467
-2.7896,1.2467
-2.7876,1.18
-2.7856,1.18
-2.7836,1.2467
-2.7816,1.2134
-2.7796,1.2467
-2.7776,1.1134
-2.7756,0.51344
-2.7736,0.51344
-2.7716,0.54672
-2.7696,0.51344
-2.7676,0.51344
-2.7656,1.2134
-2.7636,1.18
-2.7616,1.3134
-2.7596,1.2134
-2.7576,1.2134
-2.7556,1.2467
-2.7536,1.1467
-2.7516,1.28
-2.7496,1.28
-2.7476,1.28
-2.7456,1.2467
-2.7436,1.2134
-2.7416,1.2134
-2.7396,1.2467
-2.7376,1.1467
-2.7356,1.28
-2.7336,1.2467
-2.7316,1.18
-2.7296,1.28
-2.7276,1.18
-2.7256,0.51344
-2.7236,0.61344
-2.7216,0.51344
-2.7196,0.54672
-2.7176,1.2467
-2.7156,1.2134
-2.7136,1.28
-2.7116,1.1467
-2.7096,1.2134
-2.7076,1.1467
-2.7056,1.18
-2.7036,1.18
-2.7016,1.2467
-2.6996,1.1134
-2.6976,1.2134
-2.6956,1.2134
-2.6936,1.18
-2.6916,1.2467
-2.6896,1.2467
-2.6876,1.2134
-2.6856,1.2134
-2.6836,1.2134
-2.6816,1.1467
-2.6796,1.1134
-2.6776,1.2467
-2.6756,0.61344
-2.6736,0.68
-2.6716,1.2467
-2.6696,1.1467
-2.6676,1.18
-2.6656,1.18
-2.6636,1.2467
-2.6616,1.18
-2.6596,1.18
-2.6576,1.2467
-2.6556,1.18
-2.6536,1.2134
-2.6516,1.1134
-2.6496,1.18
-2.6476,1.2134
-2.6456,1.2134
-2.6436,1.18
-2.6416,1.18
-2.6396,1.2134
-2.6376,1.18
-2.6356,1.2467
-2.6336,1.18
-2.6315,1.18
-2.6295,1.28
-2.6275,1.18
-2.6255,1.1467
-2.6235,1.28
-2.6215,1.6134
-2.6195,1.2467
-2.6175,1.2467
-2.6155,1.2467
-2.6135,1.28
-2.6115,1.18
-2.6095,1.2134
-2.6075,1.2134
-2.6055,1.1467
-2.6035,1.2134
-2.6015,1.2134
-2.5995,1.1467
-2.5975,1.2134
-2.5955,1.2134
-2.5935,1.2467
-2.5915,1.2467
-2.5895,1.18
-2.5875,1.2467
-2.5855,1.2134
-2.5835,1.2134
-2.5815,1.1467
-2.5795,1.18
-2.5775,1.48
-2.5755,1.88
-2.5735,1.9134
-2.5715,1.7134
-2.5695,1.2134
-2.5675,1.2134
-2.5655,1.1467
-2.5635,1.2134
-2.5615,1.2134
-2.5595,1.2467
-2.5575,1.2134
-2.5555,1.2134
-2.5535,1.2467
-2.5515,1.18
-2.5495,1.18
-2.5475,1.3134
-2.5455,1.1467
-2.5435,1.18
-2.5415,1.18
-2.5395,1.2134
-2.5375,1.2467
-2.5355,1.3134
-2.5335,1.2134
-2.5315,1.28
-2.5295,1.8467
-2.5275,1.8467
-2.5255,1.9134
-2.5235,1.88
-2.5215,1.8802
-2.5195,1.2134
-2.5175,1.28
-2.5155,1.18
-2.5135,1.2134
-2.5115,1.1467
-2.5095,1.2134
-2.5075,1.2134
-2.5055,1.2134
-2.5035,1.2467
-2.5015,1.2467
-2.4995,1.2467
-2.4975,1.2134
-2.4955,1.1467
-2.4935,1.2134
-2.4915,1.2467
-2.4895,1.2134
-2.4875,1.28
-2.4855,1.3134
-2.4835,1.9467
-2.4815,1.8467
-2.4795,1.8802
-2.4775,1.8467
-2.4755,1.8134
-2.4735,1.9134
-2.4715,1.8467
-2.4695,1.5467
-2.4675,1.5134
-2.4655,1.28
-2.4635,1.2134
-2.4615,1.2467
-2.4595,1.2134
-2.4575,1.2467
-2.4555,1.18
-2.4535,1.2467
-2.4515,1.18
-2.4495,1.1467
-2.4475,1.28
-2.4455,1.2134
-2.4435,1.2134
-2.4415,1.18
-2.4395,1.8134
-2.4375,1.8802
-2.4355,1.88
-2.4335,1.9134
-2.4315,1.8467
-2.4295,1.7802
