time, ch2
-5,-1.04
-4.998,-1.04
-4.996,-1.04
-4.994,-1
-4.992,-0.96
-4.99,-1
-4.988,-1.08
-4.986,-1
-4.984,-1.04
-4.982,-0.24
-4.98,-1
-4.978,-1.08
-4.976,-0.24
-4.974,-1.04
-4.972,-1
-4.97,-0.2
-4.968,-0.96
-4.966,-1
-4.964,-0.24
-4.962,-1.04
-4.96,-1.04
-4.958,-0.24
-4.956,-1
-4.954,-1
-4.952,-0.24
-4.95,-1.04
-4.948,-1
-4.946,-1.04
-4.944,-1
-4.942,-1.04
-4.94,-1.04
-4.938,-0.56
-4.936,-1.04
-4.934,-1.08
-4.932,-0.24
-4.93,-1.04
-4.928,-1
-4.926,-0.28
-4.924,-1
-4.922,-1
-4.92,-0.24
-4.918,-1
-4.916,-1
-4.914,-0.24
-4.912,-1
-4.91,-0.92
-4.908,-0.28
-4.906,-1.04
-4.904,-1
-4.902,-0.24
-4.9,-1.04
-4.898,-1
-4.896,-1.04
-4.894,-1
-4.892,-1
-4.89,-1.04
-4.888,-0.28
-4.886,-1
-4.884,-1
-4.882,-0.24
-4.88,-1.04
-4.878,-1.04
-4.876,-0.2
-4.874,-1.04
-4.872,-1.04
-4.87,-0.2
-4.868,-0.96
-4.866,-1
-4.864,-0.24
-4.862,-1
-4.86,-1.04
-4.858,-0.28
-4.856,-1
-4.854,-1
-4.852,-0.24
-4.85,-1.04
-4.848,-1.04
-4.846,-1
-4.844,-0.28
-4.842,-1
-4.84,-1.04
-4.838,-0.28
-4.836,-1.08
-4.834,-1.04
-4.832,-0.2
-4.83,-1
-4.828,-1
-4.826,-0.16
-4.824,-1.04
-4.822,-1.04
-4.82,-0.24
-4.818,-1.04
-4.816,-1.04
-4.814,-0.24
-4.812,-1.04
-4.81,-0.96
-4.808,-0.28
-4.806,-1.04
-4.804,-1
-4.802,-0.28
-4.8,-1.04
-4.798,-1
-4.796,-0.96
-4.794,-0.24
-4.792,-0.96
-4.79,-1
-4.788,-0.24
-4.786,-1.04
-4.784,-1
-4.782,-0.24
-4.78,-1.04
-4.778,-1
-4.776,-0.2
-4.774,-1.04
-4.772,-1.04
-4.77,-0.24
-4.768,-0.96
